articleId,recordKey,publishedAt,sourceName,sourceHost,title,label,sentiment_score,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,model
1435,a-1435,2022-01-24 02:59:14+00:00,Diario do Rio,diariodorio.com,Quintino: Cláudio Castro é um bom governador?,positivo,1.0,Avaliação do governo Cláudio Castro no Rio de Janeiro,avaliacao-governo-claudio-castro-2022,avaliacao-governo-claudio-castro-2022,outro,Rio de Janeiro,2022-01-23,"Quintino Gomes Freire elogia a gestão de Cláudio Castro, destacando avanços na segurança pública.",gpt-4o-mini
1434,a-1434,2022-01-25 21:46:37+00:00,Diario do Rio,diariodorio.com,Segurança Presente de Campos levou 38 suspeitos à delegacia na primeira semana de atuação,positivo,1.0,Atuação do Segurança Presente em Campos dos Goytacazes,atuacao-seguranca-presente-campos-goytacazes-2022,atuacao-seguranca-presente-campos-goytacazes-2022,operacao policial,Campos dos Goytacazes,2022-01-15,Segurança Presente em Campos levou 38 suspeitos à delegacia na primeira semana de atuação.,gpt-4o-mini
1433,a-1433,2022-02-06 17:51:34+00:00,Diario do Rio,diariodorio.com,Operação para reprimir irregularidades com turistas no Cristo Redentor encaminha 14 guias ilegais à delegacia,positivo,1.0,Operação para reprimir guias turísticos ilegais no Cristo Redentor,operacao-reprimir-guias-turisticos-ilegais-cristo-redentor-2022,operacao-reprimir-guias-turisticos-ilegais-cristo-redentor-2022,operacao policial,"Cristo Redentor, Rio de Janeiro",2022-02-06,Policiais da Operação Segurança Presente prenderam 14 guias ilegais no Cristo Redentor.,gpt-4o-mini
1432,a-1432,2022-02-10 15:54:48+00:00,Diario do Rio,diariodorio.com,Operação Segurança Presente já solucionou quase 300 desaparecimentos e fez mais de 200 mil atendimentos assistenciais,positivo,1.0,Resultados da Operação Segurança Presente em atendimentos e desaparecimentos,resultados-operacao-seguranca-presente-2022,resultados-operacao-seguranca-presente-2022,resultado/indicador,"Tijuca, Rio de Janeiro",2022-02-10,Operação Segurança Presente solucionou quase 300 desaparecimentos e fez mais de 200 mil atendimentos assistenciais.,gpt-4o-mini
1431,a-1431,2022-02-15 17:29:24+00:00,Diario do Rio,diariodorio.com,Operação Segurança Presente na Barra é ampliada,positivo,1.0,Ampliação da Operação Segurança Presente na Barra da Tijuca,ampliacao-operacao-seguranca-presente-barra-tijuca-2022,ampliacao-operacao-seguranca-presente-barra-tijuca-2022,inauguracao/expansao,"Barra da Tijuca, Rio de Janeiro",2022-02-15,A Operação Segurança Presente na Barra da Tijuca foi ampliada com mais agentes e recursos.,gpt-4o-mini
1430,a-1430,2022-02-16 18:28:30+00:00,Diario do Rio,diariodorio.com,Confira locais em Petrópolis e na Região Metropolitana do RJ para doações às vítimas do temporal,n/a,,Campanha de doações para vítimas do temporal em Petrópolis,campanha-doacoes-temporal-petropolis-2022,campanha-doacoes-temporal-petropolis-2022,outro,Petrópolis e Região Metropolitana do RJ,2022-02-15,Locais para doações às vítimas do temporal em Petrópolis são divulgados.,gpt-4o-mini
1429,a-1429,2022-02-28 20:46:48+00:00,Diario do Rio,diariodorio.com,"Grande Bloco da Funk In desfila hoje no Arco do Teles e rua do Mercado, no Centro",neutro,0.0,Desfile do Bloco da Funk In no Arco do Teles e rua do Mercado,desfile-bloco-funk-in-arco-do-teles-2022,desfile-bloco-funk-in-arco-do-teles-2022,evento publico/cultural,Centro do Rio de Janeiro,2022-02-28,"O Bloco da Funk In desfila no Centro do Rio, com segurança e animação entre os foliões.",gpt-4o-mini
1428,a-1428,2022-03-01 15:34:27+00:00,Diario do Rio,diariodorio.com,Mulher é atacada por capivara na Lagoa,n/a,,Mulher atacada por capivara na Lagoa,mulher-atacada-por-capivara-lagoa-2022,mulher-atacada-por-capivara-lagoa-2022,outro,"Lagoa, Rio de Janeiro",2022-03-27,Uma mulher foi atacada por uma capivara na Lagoa e socorrida por bombeiros e agentes do Segurança Presente.,gpt-4o-mini
1427,a-1427,2022-03-02 18:38:35+00:00,Diario do Rio,diariodorio.com,Quintino: Por uma Praça XV viva,positivo,1.0,Demolição do antigo anexo da Alerj na Praça XV,demolicao-anexo-alerj-praca-xv-2022,demolicao-anexo-alerj-praca-xv-2022,gestao/administracao,"Praça XV, Rio de Janeiro",2022-03-02,Prefeito Eduardo Paes pede demolição do anexo da Alerj para revitalizar a Praça XV.,gpt-4o-mini
1426,a-1426,2022-03-04 13:20:53+00:00,Diario do Rio,diariodorio.com,Governo do RJ lança ações em prol dos animais,n/a,,Lançamento de parceria entre RJPet e RJ para Todos para proteção animal,lancamento-parceria-rjpet-rj-para-todos-2022,lancamento-parceria-rjpet-rj-para-todos-2022,outro,"Palácio Guanabara, Rio de Janeiro",2022-03-04,Governo do RJ lança ações para proteção animal com coleta de tampinhas para doação de ração.,gpt-4o-mini
1425,a-1425,2022-03-04 22:31:03+00:00,Diario do Rio,diariodorio.com,Vendedores de coco da Lagoa se queixam de falta de segurança: ‘Só minha barraca foi roubada 12 vezes’,negativo,-1.0,Furtos frequentes nas barracas de vendedores de coco na Lagoa,furtos-barracas-vendedores-coco-lagoa-2022,furtos-barracas-vendedores-coco-lagoa-2022,violencia/crime,"Lagoa Rodrigo de Freitas, Rio de Janeiro",2022-03-02,Vendedores de coco na Lagoa relatam 12 furtos em suas barracas.,gpt-4o-mini
1424,a-1424,2022-03-07 20:01:37+00:00,Diario do Rio,diariodorio.com,Alerj discute se mulheres poderão integrar equipe do Segurança Presente,positivo,1.0,Discussão sobre inclusão de mulheres no programa Segurança Presente,discussao-inclusao-mulheres-seguranca-presente-2022,discussao-inclusao-mulheres-seguranca-presente-2022,gestao/administracao,Rio de Janeiro,2022-03-08,A Alerj discute projeto de lei para permitir a inclusão de mulheres no programa Segurança Presente.,gpt-4o-mini
1423,a-1423,2022-03-09 00:49:09+00:00,Diario do Rio,diariodorio.com,"Rodrigo Amorim: Sem segurança, roubam os trilhos",negativo,-1.0,Críticas à segurança pública em Santa Teresa,criticas-seguranca-publica-santa-teresa-2022,criticas-seguranca-publica-santa-teresa-2022,denuncia/irregularidade,"Santa Teresa, Rio de Janeiro",2022-03-08,Rodrigo Amorim critica a falta de segurança em Santa Teresa e pede mais policiamento.,gpt-4o-mini
1422,a-1422,2022-03-09 16:32:50+00:00,Diario do Rio,diariodorio.com,Projeto Centro para todos será lançado nessa quarta-feira,positivo,1.0,Lançamento do projeto Centro para Todos no Rio de Janeiro,lancamento-projeto-centro-para-todos-2022,lancamento-projeto-centro-para-todos-2022,inauguracao/expansao,Centro do Rio de Janeiro,2022-03-09,O projeto Centro para Todos será lançado para aumentar a segurança e ajudar a população de rua no centro carioca.,gpt-4o-mini
1421,a-1421,2022-03-09 21:27:43+00:00,Diario do Rio,diariodorio.com,Palácio Tiradentes é iluminado de lilás em homenagem ao dia internacional das mulheres,n/a,,Iluminação do Palácio Tiradentes em homenagem ao Dia Internacional das Mulheres,iluminacao-palacio-tiradentes-dia-internacional-das-mulheres-2022,iluminacao-palacio-tiradentes-dia-internacional-das-mulheres-2022,evento publico/cultural,"Palácio Tiradentes, Rio de Janeiro",2022-03-08,"O Palácio Tiradentes foi iluminado de lilás em homenagem ao Dia Internacional das Mulheres, com ações da Alerj.",gpt-4o-mini
1420,a-1420,2022-03-12 16:34:09+00:00,Diario do Rio,diariodorio.com,"Com reforço de 150 policiais, Segurança Presente é ampliado em São Gonçalo",positivo,1.0,Ampliação da Operação Segurança Presente em São Gonçalo,ampliacao-operacao-seguranca-presente-sao-goncalo-2022,ampliacao-operacao-seguranca-presente-sao-goncalo-2022,inauguracao/expansao,São Gonçalo,2022-03-11,O Governo do RJ ampliou a Operação Segurança Presente em São Gonçalo com 150 novos policiais.,gpt-4o-mini
1036,a-1036,2022-03-13 08:00:00+00:00,Google News,novaiguacu.rj.gov.br,Miguel Couto ganha base do Segurança Presente a partir deste domingo (13) - Prefeitura de Nova Iguaçu,positivo,1.0,Inauguração da base do Segurança Presente em Miguel Couto,inauguracao-base-seguranca-presente-miguel-couto-2022,inauguracao-base-seguranca-presente-miguel-couto-2022,inauguracao/expansao,"Miguel Couto, Nova Iguaçu",2022-03-13,"Base do Segurança Presente é inaugurada em Miguel Couto, Nova Iguaçu, com 17 policiais diários.",gpt-4o-mini
1099,a-1099,2022-03-13 08:00:00+00:00,Google News,novaiguacu.rj.gov.br,Miguel Couto ganha base do Segurança Presente a partir deste domingo (13) - Prefeitura de Nova Iguaçu,positivo,1.0,Inauguração da base do Segurança Presente em Miguel Couto,inauguracao-base-seguranca-presente-miguel-couto-2022,inauguracao-base-seguranca-presente-miguel-couto-2022,inauguracao/expansao,"Miguel Couto, Nova Iguaçu",2022-03-13,"Base do Segurança Presente é inaugurada em Miguel Couto, com apoio de autoridades e expectativa positiva da população.",gpt-4o-mini
1419,a-1419,2022-03-13 18:50:22+00:00,Diario do Rio,diariodorio.com,"Nova Iguaçu ganha sua 3ª base do Segurança Presente, desta vez no bairro Miguel Couto",positivo,1.0,Inauguração da 3ª base do Segurança Presente em Nova Iguaçu,inauguracao-terceira-base-seguranca-presente-nova-iguacu-2022,inauguracao-terceira-base-seguranca-presente-nova-iguacu-2022,inauguracao/expansao,Nova Iguaçu,2022-03-13,Nova Iguaçu ganha sua terceira base do programa Segurança Presente no bairro Miguel Couto.,gpt-4o-mini
1097,a-1097,2022-03-15 07:00:00+00:00,Google News,cbmerj.rj.gov.br,Corpo de Bombeiros RJ capacita agentes da Operação Segurança Presente - Corpo de Bombeiros do Rio de Janeiro,positivo,1.0,Capacitação de agentes da Operação Segurança Presente pelo Corpo de Bombeiros,capacitacao-agentes-operacao-seguranca-presente-2024,capacitacao-agentes-operacao-seguranca-presente-2024,gestao/administracao,Niterói,2024-01-07 a 2024-01-09,Corpo de Bombeiros capacita 60 agentes da Operação Segurança Presente em Niterói.,gpt-4o-mini
1418,a-1418,2022-03-18 14:39:55+00:00,Diario do Rio,diariodorio.com,Estado do Rio tem o menor número de roubos de rua desde o ano de 2005,positivo,1.0,Redução de roubos de rua no Rio de Janeiro em fevereiro de 2022,reducao-roubos-rua-rio-janeiro-2022,reducao-roubos-rua-rio-janeiro-2022,resultado/indicador,Rio de Janeiro,2022-02,"O Rio de Janeiro registrou a menor quantidade de roubos de rua desde 2005, com uma redução de 28% em fevereiro de 2022.",gpt-4o-mini
1417,a-1417,2022-03-18 16:00:01+00:00,Diario do Rio,diariodorio.com,Alerj aprova entrada de mulheres no programa Segurança Presente,positivo,1.0,Aprovação da entrada de mulheres no programa Segurança Presente pela Alerj,aprovacao-entrada-mulheres-seguranca-presente-2022,aprovacao-entrada-mulheres-seguranca-presente-2022,gestao/administracao,Rio de Janeiro,2022-03-17,"A Alerj aprovou a inclusão de mulheres no programa Segurança Presente, visando humanizar o serviço.",gpt-4o-mini
1416,a-1416,2022-03-24 19:13:38+00:00,Diario do Rio,diariodorio.com,Roberto Motta: Terra da Impunidade,muito negativo,-2.0,Assalto a turistas na Pedra do Arpoador,assalto-turistas-pedra-do-arpoador-2022,assalto-turistas-pedra-do-arpoador-2022,violencia/crime,"Pedra do Arpoador, Rio de Janeiro",2022-03-24,"Um adolescente assalta e agride turistas na Pedra do Arpoador, evidenciando a impunidade no Rio.",gpt-4o-mini
1415,a-1415,2022-03-31 15:45:59+00:00,Diario do Rio,diariodorio.com,Três Rios recebe a 40ª unidade do Segurança Presente no Estado do Rio,positivo,1.0,Inauguração da 40ª unidade do Segurança Presente em Três Rios,inauguracao-40a-unidade-seguranca-presente-tres-rios-2022,inauguracao-40a-unidade-seguranca-presente-tres-rios-2022,inauguracao/expansao,"Três Rios, Rio de Janeiro",2022-03-31,"Três Rios inaugura a 40ª base do programa Segurança Presente, com 17 policiais para patrulhamento.",gpt-4o-mini
1414,a-1414,2022-04-07 04:26:23+00:00,Diario do Rio,diariodorio.com,"Roubos de veículos em Niterói registram queda de 54% em 2022, segundo ISP",positivo,1.0,Queda de 54% nos roubos de veículos em Niterói em 2022,queda-54-roubos-veiculos-niteroi-2022,queda-54-roubos-veiculos-niteroi-2022,resultado/indicador,Niterói,2022,"Roubos de veículos em Niterói caem 54% em 2022, segundo ISP.",gpt-4o-mini
1413,a-1413,2022-04-16 14:55:59+00:00,Diario do Rio,diariodorio.com,"Cidade Integrada tem aprovação da maioria da população do RJ, revela pesquisa",positivo,1.0,Aprovação do programa Cidade Integrada pela população do RJ,aprovacao-programa-cidade-integrada-rj-2022,aprovacao-programa-cidade-integrada-rj-2022,resultado/indicador,Rio de Janeiro,2022-04-16,Pesquisa revela que 59% da população do RJ aprova o programa Cidade Integrada.,gpt-4o-mini
1412,a-1412,2022-04-18 18:36:27+00:00,Diario do Rio,diariodorio.com,Bastidores do Rio – 18/4/22,negativo,-1.0,Crítica à atuação da Guarda Municipal e sugestão de transferência de funções para o Segurança Presente,critica-atuacao-guarda-municipal-seguranca-presente,critica-atuacao-guarda-municipal-seguranca-presente,denuncia/irregularidade,Rio de Janeiro,2022-04-18,"A Guarda Municipal é criticada por sua ineficácia, com proposta de transferir suas funções para o Segurança Presente.",gpt-4o-mini
1411,a-1411,2022-04-27 20:43:29+00:00,Diario do Rio,diariodorio.com,Número de homicídios dolosos no RJ chega ao menor patamar em 31 anos,positivo,1.0,Redução de homicídios dolosos no Rio de Janeiro,reducao-homicidios-dolosos-rio-janeiro-2022,reducao-homicidios-dolosos-rio-janeiro-2022,resultado/indicador,Rio de Janeiro,2022,"O Rio de Janeiro registrou o menor número de homicídios dolosos em 31 anos, com uma redução de 18% no primeiro trimestre de 2022.",gpt-4o-mini
1410,a-1410,2022-05-03 16:37:43+00:00,Diario do Rio,diariodorio.com,Programa ‘Cidade Integrada’ tem quase 60% de aprovação de moradores do Jacarezinho e Muzema,positivo,1.0,Aprovação do programa Cidade Integrada por moradores do Jacarezinho e Muzema,aprovacao-programa-cidade-integrada-jacarezinho-muzema-2022,aprovacao-programa-cidade-integrada-jacarezinho-muzema-2022,resultado/indicador,"Jacarezinho e Muzema, Rio de Janeiro",2022-04,O programa Cidade Integrada tem 59% de aprovação entre moradores e promete investimentos em saneamento e segurança.,gpt-4o-mini
1409,a-1409,2022-05-05 18:22:50+00:00,Diario do Rio,diariodorio.com,Comerciantes do Centro do Rio firmam parceria com a polícia e Cinelândia terá posto da PM,positivo,1.0,Instalação de posto avançado da PM na Cinelândia,instalacao-posto-avancado-pm-cinelândia-2022,instalacao-posto-avancado-pm-cinelandia-2022,inauguracao/expansao,"Cinelândia, Centro do Rio de Janeiro",2022-05-03,Comerciantes do Centro do Rio firmam parceria com a polícia para instalação de posto da PM na Cinelândia.,gpt-4o-mini
1408,a-1408,2022-05-11 22:22:02+00:00,Diario do Rio,diariodorio.com,Cinelândia ganha Posto de Policiamento Integrado,positivo,1.0,Inauguração do Posto de Policiamento Integrado na Cinelândia,inauguracao-posto-policamento-integrado-cinelândia-2022,inauguracao-posto-policamento-integrado-cinelandia-2022,inauguracao/expansao,"Cinelândia, Rio de Janeiro",2022-05-11,Foi inaugurado o Posto de Policiamento Integrado na Cinelândia para aumentar a segurança na região.,gpt-4o-mini
1407,a-1407,2022-05-11 23:54:41+00:00,Diario do Rio,diariodorio.com,Mais uma moradora de rua é presa após agredir pedestre; fato ocorreu em Laranjeiras,negativo,-1.0,Prisão de moradora de rua após agressão a pedestre em Laranjeiras,prisao-moradora-rua-agressao-pedestre-laranjeiras-2022,prisao-moradora-rua-agressao-pedestre-laranjeiras-2022,prisao/apreensao,"Laranjeiras, Rio de Janeiro",2022-05-11,"Uma moradora de rua foi presa após agredir pedestres em Laranjeiras, gerando preocupação entre os moradores.",gpt-4o-mini
1406,a-1406,2022-05-23 19:36:34+00:00,Diario do Rio,diariodorio.com,RJPET: 66 toneladas de tampinhas recicláveis já foram recolhidas nas bases do Segurança Presente,positivo,1.0,Arrecadação de tampinhas recicláveis nas bases do Segurança Presente,arrecadacao-tampinhas-reciclaveis-seguranca-presente-2022,arrecadacao-tampinhas-reciclaveis-seguranca-presente-2022,outro,Rio de Janeiro,2022-05-23,66 toneladas de tampinhas recicláveis foram recolhidas nas bases do Segurança Presente.,gpt-4o-mini
1405,a-1405,2022-06-01 05:49:54+00:00,Diario do Rio,diariodorio.com,Programa Segurança Presente ganha o reforço de mais 320 novos agentes civis,positivo,1.0,Reforço de 320 novos agentes civis no programa Segurança Presente,reforco-320-novos-agentes-seguranca-presente-2022,reforco-320-novos-agentes-seguranca-presente-2022,inauguracao/expansao,Rio de Janeiro,2022-05-31,O programa Segurança Presente recebeu 320 novos agentes civis para fortalecer a segurança no Rio de Janeiro.,gpt-4o-mini
1404,a-1404,2022-06-02 19:33:47+00:00,Diario do Rio,diariodorio.com,Confusão em colégio no Méier termina com tiro para o alto e tijolada na cabeça de PM,negativo,-1.0,"Confusão e agressão a policiais na Escola Municipal Francisco Jobim, no Méier",confusao-agressao-policiais-escola-municipal-francisco-jobim-meier-2022,confusao-agressao-policiais-escola-municipal-francisco-jobim-meier-2022,violencia/crime,"Escola Municipal Francisco Jobim, Méier, Rio de Janeiro",2022-06-02,Confusão na porta da escola termina com PM ferido e disparo de arma.,gpt-4o-mini
1403,a-1403,2022-06-03 06:57:56+00:00,Diario do Rio,diariodorio.com,"Volta Redonda e Barra do Piraí, no Médio Paraíba, ganham Segurança Presente do governo do Rio",positivo,1.0,Implementação do programa Segurança Presente em Volta Redonda e Barra do Piraí,implementacao-seguranca-presente-volta-redonda-barra-do-pirai-2022,implementacao-seguranca-presente-volta-redonda-barra-do-pirai-2022,inauguracao/expansao,Volta Redonda e Barra do Piraí,2022-06-02,"O programa Segurança Presente é implementado em Volta Redonda e Barra do Piraí, com reforço no policiamento.",gpt-4o-mini
1402,a-1402,2022-06-27 20:53:41+00:00,Diario do Rio,diariodorio.com,Rogério Amorim: a pílula milagrosa da segurança pública,negativo,-1.0,Crítica ao programa Segurança Presente no Méier,critica-programa-seguranca-presente-meier,critica-programa-seguranca-presente-meier,denuncia/irregularidade,"Méier, Rio de Janeiro",2022-06-27,Colunista critica o programa Segurança Presente como uma solução ineficaz para a insegurança no Méier.,gpt-4o-mini
1401,a-1401,2022-06-30 19:31:56+00:00,Diario do Rio,diariodorio.com,Estado capacita 2.500 agentes da Secretaria de Governo para combater a pedofilia e a violência,positivo,1.0,Lançamento do Projeto Educativo para Proteção e Acolhimento da Infância (Pepai),lancamento-projeto-educativo-protecao-infancia-2022,lancamento-projeto-educativo-protecao-infancia-2022,inauguracao/expansao,"Palácio Guanabara, Laranjeiras",2022-06-29,Governo do Estado capacita 2.500 agentes para combater a pedofilia e a violência.,gpt-4o-mini
1400,a-1400,2022-07-01 03:07:48+00:00,Diario do Rio,diariodorio.com,Construtoras apostam em lançamentos nos bairros mais seguros,positivo,1.0,Levantamento do Segurança Presente sobre segurança em bairros do Rio de Janeiro,levantamento-seguranca-presente-bairros-rio-2022,levantamento-seguranca-presente-bairros-rio-2022,resultado/indicador,Rio de Janeiro,2022,"Levantamento revela Ipanema, Leblon, Lagoa e Jardim Botânico como os bairros mais seguros do Rio, impulsionando lançamentos imobiliários.",gpt-4o-mini
1399,a-1399,2022-07-06 17:20:53+00:00,Diario do Rio,diariodorio.com,Carro de Cauã Reymond se envolve em acidente na Barra,positivo,1.0,Acidente de carro envolvendo Cauã Reymond na Barra da Tijuca,acidente-carro-caua-reymond-barra-2022,acidente-carro-caua-reymond-barra-2022,operacao policial,"Barra da Tijuca, Rio de Janeiro",2022-07-06,Agentes de Segurança Presente auxiliaram em acidente com Cauã Reymond na Barra.,gpt-4o-mini
1398,a-1398,2022-07-08 22:42:59+00:00,Diario do Rio,diariodorio.com,Órgãos públicos de segurança e de trânsito organizam campanha educativa sobre o uso de quadriciclos,neutro,0.0,Campanha educativa sobre uso de quadriciclos em Niterói,campanha-educativa-uso-quadriciclos-niteroi-2022,campanha-educativa-uso-quadriciclos-niteroi-2022,outro,Niterói,2022-07-08,Órgãos públicos organizam campanha educativa sobre quadriciclos após acidente trágico.,gpt-4o-mini
1397,a-1397,2022-07-12 21:43:35+00:00,Diario do Rio,diariodorio.com,Alexandre Knoploch: Aproximar a polícia do cidadão para combater o crime,positivo,1.0,Resultados positivos do policiamento de proximidade no Rio de Janeiro,resultados-positivos-policiamento-proximidade-rio-2022,resultados-positivos-policiamento-proximidade-rio-2022,resultado/indicador,Rio de Janeiro,2022,Artigo discute os resultados positivos do policiamento de proximidade e a redução de crimes no Rio de Janeiro.,gpt-4o-mini
1396,a-1396,2022-07-12 22:03:49+00:00,Diario do Rio,diariodorio.com,Copacabana recebe operação de combate ao consumo de crack e delitos praticados por marginais,positivo,1.0,Operação de combate ao consumo de crack em Copacabana,operacao-combate-consumo-crack-copacabana-2022,operacao-combate-consumo-crack-copacabana-2022,operacao policial,Copacabana,2022-07-12,"Operação em Copacabana combate consumo de crack e delitos, abordando 32 suspeitos.",gpt-4o-mini
1395,a-1395,2022-07-19 20:27:03+00:00,Diario do Rio,diariodorio.com,Cláudio Castro se reúne com 250 representantes de associações de moradores e comerciantes da Zona Sul do Rio,positivo,1.0,Reunião do governador Cláudio Castro com associações da Zona Sul do Rio,reuniao-governador-claudio-castro-associacoes-zona-sul-2022,reuniao-governador-claudio-castro-associacoes-zona-sul-2022,evento publico/cultural,"Botafogo, Rio de Janeiro",2022-07-19,Cláudio Castro se reuniu com 250 representantes de associações da Zona Sul para apresentar ações do governo.,gpt-4o-mini
1393,a-1393,2022-07-29 01:26:41+00:00,Diario do Rio,diariodorio.com,"Em visita a Bonsucesso e Olaria, Cláudio Castro fala sobre ações do governo e ouve moradores da região",positivo,1.0,Visita do governador Cláudio Castro a Bonsucesso e Olaria,visita-governador-claudio-castro-bonsucesso-olarai-2022,visita-governador-claudio-castro-bonsucesso-olarai-2022,evento publico/cultural,"Bonsucesso e Olaria, Rio de Janeiro",2022-07-28,"Cláudio Castro visita Bonsucesso e Olaria, ouvindo demandas e apresentando ações do governo.",gpt-4o-mini
1392,a-1392,2022-08-05 21:57:08+00:00,Diario do Rio,diariodorio.com,"Polícia estoura grande cracolândia no Jardim de Alah, entre Ipanema e Leblon",positivo,1.0,Operação contra cracolândia no Jardim de Alah,operacao-contra-cracolandia-jardim-de-alah-2022,operacao-contra-cracolandia-jardim-de-alah-2022,operacao policial,"Jardim de Alah, Rio de Janeiro",2022-08-05,Ação policial no Jardim de Alah resultou na abordagem de 31 suspeitos e apreensão de armas e drogas.,gpt-4o-mini
1391,a-1391,2022-08-07 13:15:16+00:00,Diario do Rio,diariodorio.com,Ação detém moradora de rua que agredia e ameaçava pessoas na Zona Sul,positivo,1.0,Detenção de moradora de rua agressiva na Zona Sul,detencao-moradora-rua-agressiva-zona-sul-2022,detencao-moradora-rua-agressiva-zona-sul-2022,prisao/apreensao,"Flamengo, Zona Sul, Rio de Janeiro",2022-08-06,Agentes do Segurança Presente detiveram uma mulher em situação de rua que agredia e ameaçava transeuntes.,gpt-4o-mini
1390,a-1390,2022-08-18 01:46:56+00:00,Diario do Rio,diariodorio.com,"Em caminhada por Magé, Cláudio Castro promete criar Restaurante do Povo e Café do Trabalhador",positivo,1.0,Criação do Restaurante do Povo e Café do Trabalhador em Magé,criacao-restaurante-do-povo-cafe-do-trabalhador-mage-2022,criacao-restaurante-do-povo-cafe-do-trabalhador-mage-2022,inauguracao/expansao,"Magé, Rio de Janeiro",2022-08-17,Cláudio Castro anuncia criação de programas de alimentação e melhorias na segurança em Magé.,gpt-4o-mini
1389,a-1389,2022-08-21 19:13:02+00:00,Diario do Rio,diariodorio.com,Cláudio Castro volta à Baixada Fluminense no primeiro domingo de campanha,positivo,1.0,Caminhada de Cláudio Castro na Baixada Fluminense apresentando investimentos,caminhada-claudio-castro-baixada-fluminense-2022,caminhada-claudio-castro-baixada-fluminense-2022,evento publico/cultural,Baixada Fluminense,2022-08-21,Cláudio Castro apresenta investimentos de R$ 6 bilhões na Baixada Fluminense durante caminhada de campanha.,gpt-4o-mini
1388,a-1388,2022-08-22 20:59:45+00:00,Diario do Rio,diariodorio.com,"Em menos de 5 dias, 4 pessoas são presas por venda de ‘brigadeiros de maconha’ na Lapa",negativo,-1.0,Prisão de quatro pessoas por venda de brigadeiros de maconha na Lapa,prisao-venda-brigadeiros-maconha-lapa-2022,prisao-venda-brigadeiros-maconha-lapa-2022,prisao/apreensao,"Lapa, Rio de Janeiro",2022-08-21,"Quatro pessoas são presas por vender brigadeiros de maconha na Lapa, Rio de Janeiro.",gpt-4o-mini
1387,a-1387,2022-08-23 20:02:38+00:00,Diario do Rio,diariodorio.com,Cláudio Castro promete Segurança Presente para Ilha do Governador,positivo,1.0,Promessa de Segurança Presente para Ilha do Governador,promessa-seguranca-presente-ilha-do-governador-2022,promessa-seguranca-presente-ilha-do-governador-2022,inauguracao/expansao,"Ilha do Governador, Rio de Janeiro",2022-08-23,Cláudio Castro promete implementar o programa Segurança Presente na Ilha do Governador.,gpt-4o-mini
1386,a-1386,2022-08-24 18:51:15+00:00,Diario do Rio,diariodorio.com,"Músico é detido pela 2ª vez por crime que não cometeu, em Niterói",negativo,-1.0,Detenção injusta do músico Luiz Carlos Justino em Niterói,detencao-injusta-luiz-carlos-justino-niteroi-2022,detencao-injusta-luiz-carlos-justino-niteroi-2022,violencia/crime,Niterói,2022-08-22,Luiz Carlos Justino foi detido injustamente pela segunda vez devido a um erro no banco de dados da polícia.,gpt-4o-mini
1385,a-1385,2022-08-26 15:37:56+00:00,Diario do Rio,diariodorio.com,Cláudio Castro realiza ‘Grande Encontro da Região dos Lagos’ e promete ampliação do Segurança Presente,positivo,1.0,Ampliação do programa Segurança Presente na Região dos Lagos,ampliacao-seguranca-presente-regiao-dos-lagos-2022,ampliacao-seguranca-presente-regiao-dos-lagos-2022,inauguracao/expansao,Cabo Frio,2022-08-25,Cláudio Castro promete ampliar o programa Segurança Presente na Região dos Lagos durante evento em Cabo Frio.,gpt-4o-mini
1384,a-1384,2022-08-30 16:49:13+00:00,Diario do Rio,diariodorio.com,Cláudio Castro promete novo Batalhão de Polícia Militar em Nova Iguaçu,positivo,1.0,Promessa de novo Batalhão de Polícia Militar em Nova Iguaçu,promessa-novo-batalhao-policia-militar-nova-iguacu-2022,promessa-novo-batalhao-policia-militar-nova-iguacu-2022,inauguracao/expansao,Nova Iguaçu,2022-08-29,Cláudio Castro promete novo Batalhão de Polícia Militar em Nova Iguaçu durante evento.,gpt-4o-mini
1383,a-1383,2022-09-05 01:06:20+00:00,Diario do Rio,diariodorio.com,Campanha de Cláudio Castro teve mais de 50 carreatas em todas as regiões do Rio neste domingo,positivo,1.0,Carreata de apoio ao governador Cláudio Castro no Rio de Janeiro,carreata-apoio-governador-claudio-castro-2022,carreata-apoio-governador-claudio-castro-2022,evento publico/cultural,Rio de Janeiro,2022-09-04,Mais de 50 carreatas em apoio ao governador Cláudio Castro ocorreram simultaneamente em várias regiões do Rio.,gpt-4o-mini
1382,a-1382,2022-09-07 18:03:01+00:00,Diario do Rio,diariodorio.com,Cláudio Castro promete base do Segurança Presente em Mesquita,positivo,1.0,Ampliação do programa Segurança Presente em Mesquita,ampliacao-seguranca-presente-mesquita-2022,ampliacao-seguranca-presente-mesquita-2022,inauguracao/expansao,"Mesquita, Baixada Fluminense",2022-09-07,"Cláudio Castro anuncia nova base do Segurança Presente em Mesquita, com investimentos em segurança e infraestrutura.",gpt-4o-mini
