recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,confidence,reason,model,date,month,publishedAtSort,cluster
a-1336,696,a-1336,1336,2023-06-09 02:23:36+00:00,09/06/2023 02:23 UTC,Diario do Rio,diariodorio.com,Morador de rua vendendo ossos humanos é preso na Tijuca,940,Morador de rua vendendo ossos humanos é preso na Tijuca,operacao_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia retrata uma situação macabra e inusitada envolvendo a venda de ossos humanos, o que gera uma percepção negativa sobre a segurança pública e a situação de vulnerabilidade social na região.",gpt-4o-mini,2023-06-09,2023-06,2023-06-09 02:23:36+00:00,5
a-1335,695,a-1335,1335,2023-06-10 04:50:28+00:00,10/06/2023 04:50 UTC,Diario do Rio,diariodorio.com,Copacabana: Homens são presos vendendo mercadorias piratas avaliadas em R$ 8 mil,939,Copacabana: Homens são presos vendendo mercadorias piratas avaliadas em R$ 8 mil,operacao_seguranca_presente; ordem_publica; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação da Operação Segurança Presente, que resultou na prisão de criminosos e na apreensão de mercadorias ilegais, o que é visto como uma medida positiva para a segurança pública na região.",gpt-4o-mini,2023-06-10,2023-06,2023-06-10 04:50:28+00:00,5
a-1334,694,a-1334,1334,2023-06-24 02:10:10+00:00,24/06/2023 02:10 UTC,Diario do Rio,diariodorio.com,Deputado Rodrigo Amorim assume a presidência da Comissão de Segurança Pública da União de Parlamentares Sul-Americanos e do Mercosul,938,Deputado Rodrigo Amorim assume a presidência da Comissão de Segurança Pública da União de Parlamentares Sul-Americanos e do Mercosul,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia retrata o programa Segurança Presente de forma favorável, destacando que ele possui requisitos para se tornar um padrão nas Américas e que o deputado pretende estudar boas práticas de segurança para aprimorar a iniciativa.",gpt-4o-mini,2023-06-24,2023-06,2023-06-24 02:10:10+00:00,5
a-1333,692,a-1333,1333,2023-07-25 21:54:44+00:00,25/07/2023 21:54 UTC,Diario do Rio,diariodorio.com,Catete e Flamengo recebem operação de segurança integrada para combate às drogas,937,Catete e Flamengo recebem operação de segurança integrada para combate às drogas,furto; roubo; seguranca,positivo,1.0,0.8,"A operação de segurança integrada é apresentada como uma ação positiva para combater o tráfico de drogas e garantir a segurança dos moradores e frequentadores dos bairros, com apreensões de armas e drogas, além do apoio das autoridades locais.",gpt-4o-mini,2023-07-25,2023-07,2023-07-25 21:54:44+00:00,10
a-1332,691,a-1332,1332,2023-07-29 19:31:16+00:00,29/07/2023 19:31 UTC,Diario do Rio,diariodorio.com,Apreensões de drogas crescem no RJ e aumentam até 200% em 2023,936,Apreensões de drogas crescem no RJ e aumentam até 200% em 2023,seguranca,positivo,1.0,0.8,"A notícia destaca um aumento significativo nas apreensões de drogas, o que é apresentado como um resultado positivo das ações de segurança pública, incluindo o programa Segurança Presente. O governo considera esses resultados como um indicativo de que as políticas de segurança estão funcionando.",gpt-4o-mini,2023-07-29,2023-07,2023-07-29 19:31:16+00:00,6
a-1331,314,a-1331,1331,2023-08-17 13:42:05+00:00,17/08/2023 13:42 UTC,Diario do Rio,diariodorio.com,Ilha do Governador terá base do programa ‘Segurança Presente’ a partir da semana que vem,758,Falta de policiais no programa Segurança Presente deixa bairros do Rio com bases esvaziadas nos fins de semana,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.85,"A notícia destaca a inauguração de uma nova base do programa 'Segurança Presente', enfatizando a intenção do governo de melhorar a segurança pública e a sensação de segurança na comunidade, além de apresentar dados positivos sobre o impacto do programa até o momento.",gpt-4o-mini,2023-08-17,2023-08,2023-08-17 13:42:05+00:00,1
a-1330,690,a-1330,1330,2023-08-18 20:57:42+00:00,18/08/2023 20:57 UTC,Diario do Rio,diariodorio.com,Criminosos voltam a invadir e roubar lojas no Centro do Rio,935,Criminosos voltam a invadir e roubar lojas no Centro do Rio,crime; policiamento; seguranca,negativo,-1.0,0.8,"A notícia destaca a invasão e roubo de lojas no Centro do Rio, mesmo em áreas patrulhadas pelo Programa Segurança Presente, o que sugere uma percepção negativa sobre a eficácia do programa em garantir a segurança na região.",gpt-4o-mini,2023-08-18,2023-08,2023-08-18 20:57:42+00:00,6
a-1329,689,a-1329,1329,2023-09-07 16:32:03+00:00,07/09/2023 16:32 UTC,Diario do Rio,diariodorio.com,Café da manhã na rua do Rosário é como entrar numa máquina do tempo para o século XIX,934,Café da manhã na rua do Rosário é como entrar numa máquina do tempo para o século XIX,ordem_publica; seguranca; seguranca_presente,n/a,,0.0,"A notícia não aborda o programa Segurança Presente, mas sim um evento cultural e gastronômico na Rua do Rosário.",gpt-4o-mini,2023-09-07,2023-09,2023-09-07 16:32:03+00:00,5
a-1328,371,a-1328,1328,2023-09-07 19:28:14+00:00,07/09/2023 19:28 UTC,Diario do Rio,diariodorio.com,TCE barra projeto da Uerj para aprimorar o programa Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia destaca a suspensão de um projeto que visava aprimorar o programa Segurança Presente, além de mencionar investigações sobre a utilização do programa para fins políticos, o que gera uma percepção negativa em relação à sua eficácia e transparência.",gpt-4o-mini,2023-09-07,2023-09,2023-09-07 19:28:14+00:00,11
a-1327,147,a-1327,1327,2023-09-14 18:14:26+00:00,14/09/2023 18:14 UTC,Diario do Rio,diariodorio.com,Policiais penais poderão atuar no programa Segurança Presente,884,Homem é preso na Tijuca ao usar uniforme falso do Segurança Presente,operacao_seguranca_presente; programa_seguranca_presente; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia apresenta informações sobre a inclusão de policiais penais no programa Segurança Presente, mas não expressa uma opinião clara ou avaliação positiva ou negativa sobre o programa em si.",gpt-4o-mini,2023-09-14,2023-09,2023-09-14 18:14:26+00:00,11
a-1326,688,a-1326,1326,2023-09-14 23:46:09+00:00,14/09/2023 23:46 UTC,Diario do Rio,diariodorio.com,Portinho e Claudio Castro discutem em grupo de WhatsApp – Bastidores do Rio,933,Portinho e Claudio Castro discutem em grupo de WhatsApp – Bastidores do Rio,seguranca; seguranca_presente,negativo,-1.0,0.8,"A discussão entre Portinho e Castro sobre a segurança pública revela uma percepção negativa, com Portinho questionando a melhoria da segurança e mencionando um arrastão, enquanto Castro tenta minimizar a situação. Além disso, a falta de policiais em algumas regiões e a necessidade de aumentar a força do programa Segurança Presente indicam problemas na implementação e eficácia do programa.",gpt-4o-mini,2023-09-14,2023-09,2023-09-14 23:46:09+00:00,2
a-1325,687,a-1325,1325,2023-09-22 16:24:11+00:00,22/09/2023 16:24 UTC,Diario do Rio,diariodorio.com,Rodrigo Bacellar defende participação da sociedade no Conselho Estadual de Segurança Pública,932,Rodrigo Bacellar defende participação da sociedade no Conselho Estadual de Segurança Pública,policiamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a defesa de Rodrigo Bacellar pela participação da sociedade no Conselho Estadual de Segurança Pública e menciona que o programa Segurança Presente, que ele coordenou, fortalece o policiamento de proximidade e tem um índice de aprovação popular, o que sugere uma percepção pública favorável.",gpt-4o-mini,2023-09-22,2023-09,2023-09-22 16:24:11+00:00,11
a-1324,477,a-1324,1324,2023-09-25 15:55:05+00:00,25/09/2023 15:55 UTC,Diario do Rio,diariodorio.com,Niterói e Maricá registram menor taxa de mortes violentas em 20 anos,931,Niterói e Maricá registram menor taxa de mortes violentas em 20 anos,criminalidade; seguranca,positivo,1.0,0.9,"A notícia destaca a redução histórica das taxas de criminalidade em Niterói e Maricá, com dados positivos sobre a eficácia do programa Segurança Presente, incluindo a diminuição de homicídios e roubos, além de um aumento nas prisões e apreensões de armas. A percepção pública é favorável, refletindo resultados positivos do programa.",gpt-4o-mini,2023-09-25,2023-09,2023-09-25 15:55:05+00:00,6
a-1323,686,a-1323,1323,2023-09-29 22:54:54+00:00,29/09/2023 22:54 UTC,Diario do Rio,diariodorio.com,Homens são presos cortando árvore ilegalmente no entorno do Maracanã,930,Homens são presos cortando árvore ilegalmente no entorno do Maracanã,crime; operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação da Operação Segurança Presente, que resultou na prisão de homens realizando um crime ambiental, o que demonstra a eficácia do programa em proteger o meio ambiente e a segurança pública.",gpt-4o-mini,2023-09-29,2023-09,2023-09-29 22:54:54+00:00,5
a-1322,685,a-1322,1322,2023-10-12 19:58:03+00:00,12/10/2023 19:58 UTC,Diario do Rio,diariodorio.com,Mais um prédio é alvo de mais um ‘mendigo arrombador’ no Centro do Rio,929,Mais um prédio é alvo de mais um ‘mendigo arrombador’ no Centro do Rio,furto; ordem_publica,negativo,-1.0,0.85,"A notícia retrata uma crescente onda de arrombamentos e furtos no Centro do Rio, gerando preocupação entre comerciantes e evidenciando a ineficácia das medidas de segurança, como o programa Segurança Presente, que não parece ter resolvido o problema da criminalidade na região.",gpt-4o-mini,2023-10-12,2023-10,2023-10-12 19:58:03+00:00,6
a-1321,684,a-1321,1321,2023-10-13 21:04:11+00:00,13/10/2023 21:04 UTC,Diario do Rio,diariodorio.com,Pedro Duarte ganhando tração para Prefeito do Rio – Bastidores do Rio,928,Pedro Duarte ganhando tração para Prefeito do Rio – Bastidores do Rio,seguranca; seguranca_presente,positivo,1.0,0.7,"A notícia menciona que a deputada estadual Índia Armelau obteve garantias para incluir agentes penais no programa Segurança Presente, o que indica um avanço e apoio ao programa, sugerindo uma percepção pública favorável.",gpt-4o-mini,2023-10-13,2023-10,2023-10-13 21:04:11+00:00,2
a-1320,683,a-1320,1320,2023-10-18 15:20:48+00:00,18/10/2023 15:20 UTC,Diario do Rio,diariodorio.com,Turista francês preso por furto de joias em Copacabana recebe liberdade provisória,927,Turista francês preso por furto de joias em Copacabana recebe liberdade provisória,furto; seguranca,negativo,-1.0,0.8,"A notícia retrata um crime de furto em uma área turística, destacando a prisão do autor e a subsequente liberdade provisória, o que pode gerar uma percepção negativa sobre a segurança pública e a eficácia do programa Segurança Presente.",gpt-4o-mini,2023-10-18,2023-10,2023-10-18 15:20:48+00:00,5
a-1319,491,a-1319,1319,2023-10-24 15:31:00+00:00,24/10/2023 15:31 UTC,Diario do Rio,diariodorio.com,Homem é preso no Centro do Rio após tentar incendiar a Igreja da Candelária,926,Homem é preso no Centro do Rio após tentar incendiar a Igreja da Candelária,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação rápida e eficaz da Operação Segurança Presente, que resultou na prisão do criminoso e na prevenção de um incêndio em um importante símbolo cultural e religioso do Rio de Janeiro. Isso sugere uma percepção pública positiva em relação à atuação da segurança pública.",gpt-4o-mini,2023-10-24,2023-10,2023-10-24 15:31:00+00:00,5
a-1318,682,a-1318,1318,2023-10-25 23:13:56+00:00,25/10/2023 23:13 UTC,Diario do Rio,diariodorio.com,Governo do RJ “suspende o teto” e deve poder utilizar dinheiro de 15 fundos estaduais para custeio,925,Governo do RJ “suspende o teto” e deve poder utilizar dinheiro de 15 fundos estaduais para custeio,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia destaca a preocupação de especialistas e oficiais da polícia com a realocação de recursos do Fundo de Fomento à Operação Segurança Presente, sugerindo que essa medida pode impactar negativamente a segurança pública em um momento crítico para o estado do Rio de Janeiro.",gpt-4o-mini,2023-10-25,2023-10,2023-10-25 23:13:56+00:00,11
a-1852,681,a-1852,1852,2023-10-27 18:36:00+00:00,27/10/2023 18:36 UTC,Tribuna da Serra,tribunadaserra.com.br,Miguel Pereira inaugura primeiro trem turístico a vapor do Estado do Rio Janeiro,1266,Miguel Pereira inaugura primeiro trem turístico a vapor do Estado do Rio Janeiro,seguranca,positivo,1.0,0.85,"A notícia destaca os avanços em turismo e segurança em Miguel Pereira, com ênfase na redução de delitos e na atração de turistas, além de elogios de visitantes sobre a sensação de segurança na cidade.",gpt-4o-mini,2023-10-27,2023-10,2023-10-27 18:36:00+00:00,5
a-1317,370,a-1317,1317,2023-11-02 18:58:21+00:00,02/11/2023 18:58 UTC,Diario do Rio,diariodorio.com,Petrópolis ganha base do Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a inauguração de uma base do programa Segurança Presente em Petrópolis, mencionando a presença de policiais e agentes civis, além de ressaltar a importância do programa para a segurança da cidade e a promoção de um ambiente mais seguro para moradores e visitantes.",gpt-4o-mini,2023-11-02,2023-11,2023-11-02 18:58:21+00:00,1
a-1316,680,a-1316,1316,2023-11-09 00:31:27+00:00,09/11/2023 00:31 UTC,Diario do Rio,diariodorio.com,Conferência Centro-Rio debate revitalização da região: ‘teremos de volta o Centro que a gente sempre quis’,924,Conferência Centro-Rio debate revitalização da região: ‘teremos de volta o Centro que a gente sempre quis’,crime; ordem_publica; policiamento; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia retrata um evento que discute a revitalização do Centro do Rio, com a participação de autoridades e empresários, destacando iniciativas para melhorar a segurança e a ordem pública, o que sugere uma percepção otimista sobre o futuro da região.",gpt-4o-mini,2023-11-09,2023-11,2023-11-09 00:31:27+00:00,6
a-1315,678,a-1315,1315,2023-11-19 22:24:51+00:00,19/11/2023 22:24 UTC,Diario do Rio,diariodorio.com,Quintino – Os Juízes precisam ser responsabilizados por quem soltam,920,Quintino – Até quando vamos reclamar da Polícia se o crime é cometido por quem foi preso e solto?,crime; seguranca,negativo,-1.0,0.85,"A notícia expressa frustração e crítica em relação ao sistema judicial e à soltura de criminosos, sugerindo que isso contribui para a insegurança pública e tragédias evitáveis. A percepção pública retratada é de insatisfação com a atuação dos juízes e a falta de responsabilidade no sistema judicial.",gpt-4o-mini,2023-11-19,2023-11,2023-11-19 22:24:51+00:00,5
a-1314,679,a-1314,1314,2023-11-21 06:00:16+00:00,21/11/2023 06:00 UTC,Diario do Rio,diariodorio.com,Um dos bandidos que participou do assalto e assassinato de Gabriel Mongenot passou por 56 abordagens polciais,923,Um dos bandidos que participou do assalto e assassinato de Gabriel Mongenot passou por 56 abordagens polciais,assalto; roubo; seguranca,muito negativo,-2.0,0.9,"A notícia retrata um crime violento e trágico, destacando a ineficácia das abordagens policiais anteriores e a liberação de criminosos, o que gera uma percepção negativa sobre a segurança pública e o programa Segurança Presente.",gpt-4o-mini,2023-11-21,2023-11,2023-11-21 06:00:16+00:00,5
a-1313,412,a-1313,1313,2023-11-29 13:31:13+00:00,29/11/2023 13:31 UTC,Diario do Rio,diariodorio.com,Vereadores do Rio aprovam incentivos tributários para revitalização da Avenida Brasil,922,Vereadores do Rio aprovam incentivos tributários para revitalização da Avenida Brasil,criminalidade; inseguranca; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia apresenta tanto apoio quanto críticas ao programa de revitalização da Avenida Brasil, refletindo uma diversidade de opiniões sem uma percepção claramente positiva ou negativa predominante.",gpt-4o-mini,2023-11-29,2023-11,2023-11-29 13:31:13+00:00,5
a-1312,589,a-1312,1312,2023-11-29 16:46:12+00:00,29/11/2023 16:46 UTC,Diario do Rio,diariodorio.com,Especialistas alertam sobre toda uma nova geração morando na rua,921,Especialistas alertam sobre toda uma nova geração morando na rua,ordem_publica; seguranca,negativo,-1.0,0.85,"A notícia retrata uma situação alarmante em relação à segurança pública no Rio de Janeiro, destacando o aumento da criminalidade associada à população em situação de rua e a falta de ações preventivas, o que gera uma percepção negativa sobre a eficácia do programa Segurança Presente.",gpt-4o-mini,2023-11-29,2023-11,2023-11-29 16:46:12+00:00,5
a-1311,677,a-1311,1311,2023-12-06 04:50:14+00:00,06/12/2023 04:50 UTC,Diario do Rio,diariodorio.com,Quintino – Até quando vamos reclamar da Polícia se o crime é cometido por quem foi preso e solto?,920,Quintino – Até quando vamos reclamar da Polícia se o crime é cometido por quem foi preso e solto?,crime; seguranca,negativo,-1.0,0.8,"A percepção pública retratada na notícia é de insatisfação com o sistema de justiça e a reincidência criminal, sugerindo que o programa Segurança Presente não é suficiente para resolver os problemas de segurança, além de criticar a legislação e o judiciário.",gpt-4o-mini,2023-12-06,2023-12,2023-12-06 04:50:14+00:00,5
a-1310,419,a-1310,1310,2023-12-07 21:34:36+00:00,07/12/2023 21:34 UTC,Diario do Rio,diariodorio.com,Governo do Rio aumentará segurança em Copacabana,823,Governo do Rio lança campanha com balanço de realizações; segurança pública abre a série,crime; seguranca,positivo,1.0,0.8,"A notícia destaca ações do governo para aumentar a segurança em Copacabana, com ênfase na integração entre diferentes órgãos e no aumento das abordagens, o que sugere uma percepção pública favorável em relação ao programa Segurança Presente.",gpt-4o-mini,2023-12-07,2023-12,2023-12-07 21:34:36+00:00,9
a-1683,676,a-1683,1683,2024-01-03 01:44:00+00:00,03/01/2024 01:44 UTC,Tempo Real RJ,temporealrj.com,Argentino foragido é capturado em Copacabana graças a sistema de câmeras,1170,Argentino foragido é capturado em Copacabana graças a sistema de câmeras,furto,positivo,1.0,0.8,"A notícia destaca a captura de um foragido graças ao sistema de câmeras do programa Segurança Presente, o que indica uma eficácia positiva na segurança pública.",gpt-4o-mini,2024-01-03,2024-01,2024-01-03 01:44:00+00:00,7
a-1309,383,a-1309,1309,2024-01-03 20:21:06+00:00,03/01/2024 20:21 UTC,Diario do Rio,diariodorio.com,Forças de Segurança do Rio capturam quarta pessoa foragida por meio do sistema de reconhecimento facial,868,Esquema de segurança durante o Carnaval terá drones e câmeras de reconhecimento facial,roubo; seguranca,positivo,1.0,0.8,"A notícia destaca a eficácia do sistema de reconhecimento facial na captura de foragidos, evidenciando um investimento significativo em segurança e a intenção de expandir essa tecnologia, o que é visto de forma positiva em relação à segurança pública.",gpt-4o-mini,2024-01-03,2024-01,2024-01-03 20:21:06+00:00,9
a-1308,610,a-1308,1308,2024-01-08 17:22:37+00:00,08/01/2024 17:22 UTC,Diario do Rio,diariodorio.com,Governo do RJ garante segurança e tranquilidade nos ensaios técnicos na Marquês de Sapucaí,888,"Esquema de segurança garante tranquilidade nas eleições municipais, afirma Governo do Estado",seguranca,positivo,1.0,0.85,"A notícia destaca a eficácia das medidas de segurança implementadas pelo Governo do RJ durante os ensaios técnicos do Carnaval, com depoimentos positivos de foliões e um investimento significativo no evento, o que sugere uma percepção pública favorável ao programa Segurança Presente.",gpt-4o-mini,2024-01-08,2024-01,2024-01-08 17:22:37+00:00,3
a-1082,139,a-1082,1082,2024-01-13 22:16:11+00:00,13/01/2024 22:16 UTC,Google News,nilopolis.rj.gov.br,Segurança Presente completa um ano em Nilópolis com excelentes resultados - Prefeitura Municipal de Nilópolis,750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,criminalidade; operacao_seguranca_presente; roubo; seguranca; seguranca_presente,muito positivo,2.0,0.95,"A notícia destaca a significativa redução de índices de criminalidade e a melhoria na segurança pública em Nilópolis, evidenciando resultados positivos do programa Segurança Presente.",gpt-4o-mini,2024-01-13,2024-01,2024-01-13 22:16:11+00:00,6
a-1307,254,a-1307,1307,2024-01-26 21:20:45+00:00,26/01/2024 21:20 UTC,Diario do Rio,diariodorio.com,RJ vai reforçar o Segurança Presente com drones nas 40 bases,769,Seleção Segurança Presente - uerj.br,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca o reforço do programa Segurança Presente com a introdução de drones e a formação de agentes, o que é apresentado como uma melhoria na segurança pública do estado, além de ser elogiado pelo governador como um orgulho para o Rio de Janeiro.",gpt-4o-mini,2024-01-26,2024-01,2024-01-26 21:20:45+00:00,11
a-1682,675,a-1682,1682,2024-02-01 09:30:00+00:00,01/02/2024 09:30 UTC,Tempo Real RJ,temporealrj.com,"Taxistas piratas, tremei: hoje tem mega operação no Galeão",1169,"Taxistas piratas, tremei: hoje tem mega operação no Galeão",ordem_publica,positivo,1.0,0.8,"A notícia destaca uma operação de fiscalização que visa proteger turistas e combater práticas irregulares, além de mencionar a implantação da base Galeão Presente como parte do programa Segurança Presente, o que sugere uma ação positiva em prol da segurança pública.",gpt-4o-mini,2024-02-01,2024-02,2024-02-01 09:30:00+00:00,7
a-1306,369,a-1306,1306,2024-02-01 17:42:42+00:00,01/02/2024 17:42 UTC,Diario do Rio,diariodorio.com,Aeroporto do Galeão vai contar com base do Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a implementação de uma base do programa Segurança Presente no Aeroporto do Galeão, com o objetivo de aumentar a segurança para viajantes e melhorar o policiamento na área. Além disso, menciona resultados positivos do programa, como o atendimento a pessoas em vulnerabilidade social e a localização de foragidos, o que sugere uma percepção pública favorável.",gpt-4o-mini,2024-02-01,2024-02,2024-02-01 17:42:42+00:00,1
a-1681,279,a-1681,1681,2024-02-01 20:10:50+00:00,01/02/2024 20:10 UTC,Tempo Real RJ,temporealrj.com,Empregada doméstica é presa em flagrante por dopar e roubar idosa em Copacabana,1168,Empregada doméstica é presa em flagrante por dopar e roubar idosa em Copacabana,crime; seguranca; seguranca_presente; violencia,positivo,1.0,0.8,"A notícia destaca a ação da polícia, especificamente do programa Segurança Presente, que resultou na prisão em flagrante da empregada doméstica que cometeu um crime contra uma idosa. Isso sugere uma resposta eficaz da segurança pública, o que é visto de forma positiva.",gpt-4o-mini,2024-02-01,2024-02,2024-02-01 20:10:50+00:00,7
a-1305,172,a-1305,1305,2024-02-02 05:06:20+00:00,02/02/2024 05:06 UTC,Diario do Rio,diariodorio.com,"Depois do Carnaval, Galeão contará com patrulhamento do Segurança Presente",839,Estado abre pregão para compra de 400 bicicletas elétricas para agentes do Segurança Presente,patrulhamento; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a implementação de um programa de segurança que visa aumentar a segurança no Aeroporto Galeão e na Ilha do Governador, o que é geralmente visto de forma positiva pela população.",gpt-4o-mini,2024-02-02,2024-02,2024-02-02 05:06:20+00:00,1
a-1304,674,a-1304,1304,2024-02-07 17:13:47+00:00,07/02/2024 17:13 UTC,Diario do Rio,diariodorio.com,Homem é preso após invadir hotel de luxo no Flamengo e usar piscina,919,Homem é preso após invadir hotel de luxo no Flamengo e usar piscina,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a atuação eficaz do programa Segurança Presente na prisão de um homem que invadiu um hotel, o que sugere uma percepção positiva sobre a eficácia do programa em garantir a segurança pública.",gpt-4o-mini,2024-02-07,2024-02,2024-02-07 17:13:47+00:00,5
a-1680,673,a-1680,1680,2024-02-12 18:06:56+00:00,12/02/2024 18:06 UTC,Tempo Real RJ,temporealrj.com,Mais de 270 pessoas foram detidas pela PM durante os primeiros dias de carnaval,918,PMERJ prende mais de 200 pessoas durante o Carnaval,furto; policiamento; seguranca; seguranca_presente; violencia,positivo,1.0,0.8,"A notícia destaca a detenção de criminosos e a apreensão de armas e drogas, além de mencionar que o carnaval está sendo considerado o mais tranquilo dos últimos 10 anos, o que sugere uma percepção positiva em relação ao programa Segurança Presente e ao trabalho da PM.",gpt-4o-mini,2024-02-12,2024-02,2024-02-12 18:06:56+00:00,3
a-1302,672,a-1302,1302,2024-02-13 03:15:05+00:00,13/02/2024 03:15 UTC,Diario do Rio,diariodorio.com,PMERJ prende mais de 200 pessoas durante o Carnaval,918,PMERJ prende mais de 200 pessoas durante o Carnaval,crime; seguranca,positivo,1.0,0.8,"A notícia destaca a ação da PMERJ durante o Carnaval, resultando em um grande número de prisões e apreensões, o que pode ser visto como uma medida eficaz de segurança pública.",gpt-4o-mini,2024-02-13,2024-02,2024-02-13 03:15:05+00:00,3
a-1679,671,a-1679,1679,2024-02-24 14:55:29+00:00,24/02/2024 14:55 UTC,Tempo Real RJ,temporealrj.com,Morte de porteiro provoca guerra política em Niterói,1167,Morte de porteiro provoca guerra política em Niterói,roubo,negativo,-1.0,0.8,"A notícia retrata uma situação de violência e a crítica ao programa Segurança Presente, associando-o a um aumento da insegurança e à responsabilidade do governo, o que gera uma percepção negativa sobre a eficácia do programa.",gpt-4o-mini,2024-02-24,2024-02,2024-02-24 14:55:29+00:00,7
a-1678,615,a-1678,1678,2024-02-26 17:19:00+00:00,26/02/2024 17:19 UTC,Tempo Real RJ,temporealrj.com,Major da PM descumpre estatuto e lei ao fazer postagens de apoio a pré-candidato,1151,Major da PM descumpre estatuto e lei ao fazer propaganda eleitoral em Niterói,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.85,"A notícia destaca o descumprimento de leis e estatutos por um major da PM, que é o coordenador do programa Segurança Presente, ao fazer postagens de apoio a pré-candidatos, o que gera uma percepção negativa sobre a integridade e a imparcialidade do programa.",gpt-4o-mini,2024-02-26,2024-02,2024-02-26 17:19:00+00:00,7
a-1301,667,a-1301,1301,2024-03-01 22:07:10+00:00,01/03/2024 22:07 UTC,Diario do Rio,diariodorio.com,Operação nesta sexta estoura cracolândia no Catete,917,Operação nesta sexta estoura cracolândia no Catete,furto; roubo; seguranca,positivo,1.0,0.8,"A operação é apresentada como uma ação necessária para combater o consumo de drogas e a criminalidade na região, o que é visto como uma medida positiva para a segurança pública.",gpt-4o-mini,2024-03-01,2024-03,2024-03-01 22:07:10+00:00,10
a-1300,665,a-1300,1300,2024-03-04 19:22:00+00:00,04/03/2024 19:22 UTC,Diario do Rio,diariodorio.com,Conheça os seis bairros mais seguros do Rio,916,Conheça os seis bairros mais seguros do Rio,seguranca; violencia,positivo,1.0,0.8,"A notícia destaca a existência de bairros seguros no Rio de Janeiro, enfatizando a urbanização e a presença de programas de segurança, como o Segurança Presente, que contribuem para um ambiente seguro e tranquilo, contrastando com a imagem negativa frequentemente associada à cidade.",gpt-4o-mini,2024-03-04,2024-03,2024-03-04 19:22:00+00:00,6
a-1677,664,a-1677,1677,2024-03-05 21:44:44+00:00,05/03/2024 21:44 UTC,Tempo Real RJ,temporealrj.com,Deputado Vitor Junior cita Alexandre de Moraes na Alerj e fica mal com colegas,1166,Deputado Vitor Junior cita Alexandre de Moraes na Alerj e fica mal com colegas,roubo; seguranca; seguranca_presente; violencia,positivo,1.0,0.8,"A notícia menciona que o programa Segurança Presente de Niterói é considerado exemplar e tem resultados positivos na redução de roubos, além de destacar a liberdade de atuação que permite uma coordenação eficaz sobre a criminalidade.",gpt-4o-mini,2024-03-05,2024-03,2024-03-05 21:44:44+00:00,7
a-1299,368,a-1299,1299,2024-03-10 18:43:42+00:00,10/03/2024 18:43 UTC,Diario do Rio,diariodorio.com,Moradores e comerciantes de Ipanema vão retirar base de apoio do Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,seguranca; seguranca_presente,muito negativo,-2.0,0.9,"A decisão de retirar a base de apoio do programa Segurança Presente em Ipanema é uma resposta ao descontentamento da comunidade local, indicando uma forte insatisfação com a gestão do programa e a falta de diálogo com os representantes locais.",gpt-4o-mini,2024-03-10,2024-03,2024-03-10 18:43:42+00:00,1
a-1298,663,a-1298,1298,2024-03-13 12:28:43+00:00,13/03/2024 12:28 UTC,Diario do Rio,diariodorio.com,Até quando o Rio será refém de marginais que foram presos pela PM e soltos pelo Judiciário,915,Até quando o Rio será refém de marginais que foram presos pela PM e soltos pelo Judiciário,seguranca,muito negativo,-2.0,0.9,"A notícia expressa uma forte insatisfação com a situação da segurança pública no Rio de Janeiro, destacando a impunidade e a frustração da população em relação ao sistema judicial e ao programa Segurança Presente, que é visto como ineficaz.",gpt-4o-mini,2024-03-13,2024-03,2024-03-13 12:28:43+00:00,5
