recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,grau_ambiguidade,reason,evidencia_sentimento,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,evidencia_evento,model,month
a-1388,738,a-1388,1388,2022-08-22 20:59:45+00:00,22/08/2022 20:59 UTC,Diario do Rio,diariodorio.com,"Em menos de 5 dias, 4 pessoas são presas por venda de ‘brigadeiros de maconha’ na Lapa",978,"Em menos de 5 dias, 4 pessoas são presas por venda de ‘brigadeiros de maconha’ na Lapa",crime; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata prisões por tráfico de drogas, indicando um problema de segurança na Lapa.","A notícia retrata prisões por tráfico de drogas, indicando um problema de segurança na Lapa.",Prisão de quatro pessoas por venda de brigadeiros de maconha na Lapa,prisao-venda-brigadeiros-maconha-lapa-2022,prisao-venda-brigadeiros-maconha-lapa-2022,prisao/apreensao,"Lapa, Rio de Janeiro",2022-08-21,"Quatro pessoas são presas por vender brigadeiros de maconha na Lapa, Rio de Janeiro.",Dois casais foram presos em menos de cinco dias por vender brigadeiros com maconha na Lapa.,gpt-4o-mini,2022-08
a-1387,46,a-1387,1387,2022-08-23 20:02:38+00:00,23/08/2022 20:02 UTC,Diario do Rio,diariodorio.com,Cláudio Castro promete Segurança Presente para Ilha do Governador,798,Búzios ganha primeira base do Segurança Presente e vira a 62ª unidade do programa no estado,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia retrata a promessa de melhorias na segurança e apoio aos taxistas, destacando a criação de uma nova base do Segurança Presente.","""Os moradores da Ilha merecem e vão ter essas melhorias"" concluiu Castro.",Promessa de Segurança Presente para Ilha do Governador,promessa-seguranca-presente-ilha-do-governador-2022,promessa-seguranca-presente-ilha-do-governador-2022,inauguracao/expansao,"Ilha do Governador, Rio de Janeiro",2022-08-23,Cláudio Castro promete implementar o programa Segurança Presente na Ilha do Governador.,"""A nova base do Segurança Presente vai atuar entre a Portuguesa e o Cacuia.""",gpt-4o-mini,2022-08
a-1386,737,a-1386,1386,2022-08-24 18:51:15+00:00,24/08/2022 18:51 UTC,Diario do Rio,diariodorio.com,"Músico é detido pela 2ª vez por crime que não cometeu, em Niterói",977,"Músico é detido pela 2ª vez por crime que não cometeu, em Niterói",assalto; crime,negativo,-1.0,baixo,"A notícia retrata a detenção injusta do músico, evidenciando falhas no sistema de segurança e na gestão do banco de dados.","O músico ficou incomunicável até ser solto, tendo seu direito de telefonema negado pelos policiais.",Detenção injusta do músico Luiz Carlos Justino em Niterói,detencao-injusta-luiz-carlos-justino-niteroi-2022,detencao-injusta-luiz-carlos-justino-niteroi-2022,violencia/crime,Niterói,2022-08-22,Luiz Carlos Justino foi detido injustamente pela segunda vez devido a um erro no banco de dados da polícia.,Justino foi levado para a 79° DP após ser parado em uma blitz do Programa Segurança Presente.,gpt-4o-mini,2022-08
a-1385,108,a-1385,1385,2022-08-26 15:37:56+00:00,26/08/2022 15:37 UTC,Diario do Rio,diariodorio.com,Cláudio Castro realiza ‘Grande Encontro da Região dos Lagos’ e promete ampliação do Segurança Presente,785,Auditorias apontam escalas fantasmas e metas fraudadas no Segurança Presente,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a promessa de ampliação do programa Segurança Presente, associando-o a um sucesso e a melhorias na segurança da região.",O Segurança Presente é um sucesso onde chega.,Ampliação do programa Segurança Presente na Região dos Lagos,ampliacao-seguranca-presente-regiao-dos-lagos-2022,ampliacao-seguranca-presente-regiao-dos-lagos-2022,inauguracao/expansao,Cabo Frio,2022-08-25,Cláudio Castro promete ampliar o programa Segurança Presente na Região dos Lagos durante evento em Cabo Frio.,"Castro anunciou que, em seu próximo mandato, ampliará o programa Segurança Presente para a região.",gpt-4o-mini,2022-08
a-1384,736,a-1384,1384,2022-08-30 16:49:13+00:00,30/08/2022 16:49 UTC,Diario do Rio,diariodorio.com,Cláudio Castro promete novo Batalhão de Polícia Militar em Nova Iguaçu,976,Cláudio Castro promete novo Batalhão de Polícia Militar em Nova Iguaçu,seguranca,positivo,1.0,baixo,"A notícia destaca a promessa de um novo Batalhão de Polícia Militar, associando isso a melhorias na segurança e desenvolvimento econômico.","""Trazer um Batalhão de Polícia Militar para Nova Iguaçu é se comprometer com uma dívida histórica.""",Promessa de novo Batalhão de Polícia Militar em Nova Iguaçu,promessa-novo-batalhao-policia-militar-nova-iguacu-2022,promessa-novo-batalhao-policia-militar-nova-iguacu-2022,inauguracao/expansao,Nova Iguaçu,2022-08-29,Cláudio Castro promete novo Batalhão de Polícia Militar em Nova Iguaçu durante evento.,A declaração foi feita pelo governador durante o Encontro para o Desenvolvimento da Baixada Fluminense.,gpt-4o-mini,2022-08
a-1383,735,a-1383,1383,2022-09-05 01:06:20+00:00,05/09/2022 01:06 UTC,Diario do Rio,diariodorio.com,Campanha de Cláudio Castro teve mais de 50 carreatas em todas as regiões do Rio neste domingo,975,Campanha de Cláudio Castro teve mais de 50 carreatas em todas as regiões do Rio neste domingo,policiamento; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia retrata uma grande mobilização de apoio ao governador Cláudio Castro, destacando investimentos e melhorias na segurança e infraestrutura.","Essa grande mobilização é o meu combustível para seguir em frente, fazendo o melhor pelo nosso estado.",Carreata de apoio ao governador Cláudio Castro no Rio de Janeiro,carreata-apoio-governador-claudio-castro-2022,carreata-apoio-governador-claudio-castro-2022,evento publico/cultural,Rio de Janeiro,2022-09-04,Mais de 50 carreatas em apoio ao governador Cláudio Castro ocorreram simultaneamente em várias regiões do Rio.,"Ato mobilizou todas as regiões fluminenses, com 50 carreatas acontecendo de forma simultânea em diversos municípios.",gpt-4o-mini,2022-09
a-1382,45,a-1382,1382,2022-09-07 18:03:01+00:00,07/09/2022 18:03 UTC,Diario do Rio,diariodorio.com,Cláudio Castro promete base do Segurança Presente em Mesquita,798,Búzios ganha primeira base do Segurança Presente e vira a 62ª unidade do programa no estado,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a ampliação do programa Segurança Presente e investimentos em segurança pública, o que é retratado de forma favorável.",Estamos trabalhando para levar tranquilidade aos moradores e também atrair novos empreendimentos para a região.,Ampliação do programa Segurança Presente em Mesquita,ampliacao-seguranca-presente-mesquita-2022,ampliacao-seguranca-presente-mesquita-2022,inauguracao/expansao,"Mesquita, Baixada Fluminense",2022-09-07,"Cláudio Castro anuncia nova base do Segurança Presente em Mesquita, com investimentos em segurança e infraestrutura.",A cidade de Mesquita também vai ser beneficiada com a chegada do MetrôLeve e a nova base do Segurança Presente.,gpt-4o-mini,2022-09
a-1381,734,a-1381,1381,2022-09-09 05:55:08+00:00,09/09/2022 05:55 UTC,Diario do Rio,diariodorio.com,"Motorista foge da Lei Seca, na Barra da Tijuca, e quase atropela agente em serviço",974,"Motorista foge da Lei Seca, na Barra da Tijuca, e quase atropela agente em serviço",seguranca,negativo,-1.0,baixo,"A notícia retrata uma situação de desobediência e quase atropelamento de um agente, evidenciando problemas na operação.","O condutor avançou na direção de um policial, que não morreu por sorte.",Motorista capota veículo ao fugir de blitz da Lei Seca na Barra da Tijuca,motorista-capota-veiculo-fugindo-blitz-lei-seca-barra-da-tijuca-2022,motorista-capota-veiculo-fugindo-blitz-lei-seca-barra-da-tijuca-2022,violencia/crime,"Barra da Tijuca, Rio de Janeiro",2022-09-09,"Motorista capota veículo ao tentar fugir de blitz da Lei Seca, quase atropelando um agente.","Um motorista de um veículo capotou na Avenida Lúcio Costa, ao tentar fugir de uma blitz da Lei Seca.",gpt-4o-mini,2022-09
a-1380,731,a-1380,1380,2022-09-20 22:26:33+00:00,20/09/2022 22:26 UTC,Diario do Rio,diariodorio.com,Em quem votar para deputado estadual no Rio de Janeiro em 2022?,972,Candidatos a deputado de Jair Bolsonaro no Rio de Janeiro,programa_seguranca_presente; seguranca; seguranca_presente,n/a,,alto,"A notícia não avalia o programa Segurança Presente, focando apenas em candidatos a deputado estadual.",,Seleção de candidatos a deputado estadual no Rio de Janeiro em 2022,selecao-candidatos-deputado-estadual-rio-2022,selecao-candidatos-deputado-estadual-rio-2022,outro,Rio de Janeiro,2022,O DIÁRIO DO RIO apresenta uma seleção de candidatos a deputado estadual para as eleições de 2022.,O DIÁRIO DO RIO selecionou alguns candidatos para que você possa escolher em quem votar para deputado estadual no Rio de Janeiro em 2022.,gpt-4o-mini,2022-09
a-1379,732,a-1379,1379,2022-09-24 04:17:14+00:00,24/09/2022 04:17 UTC,Diario do Rio,diariodorio.com,"Durante carreata em Itaboraí, Cláudio Castro promete a reativação do Polo GasLub",973,"Durante carreata em Itaboraí, Cláudio Castro promete a reativação do Polo GasLub",seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia retrata promessas de reativação econômica e criação de uma base do Segurança Presente, indicando ações positivas do governo.","""Agora, está voltando a crescer com a reaproximação do Governo do Estado e com a destinação de recursos"".",Promessa de reativação do Polo GasLub e criação de base do Segurança Presente em Itaboraí,promessa-reativacao-polo-gaslub-itaborai-2022,promessa-reativacao-polo-gaslub-itaborai-2022,inauguracao/expansao,Itaboraí,2022-09-23,Cláudio Castro promete reativação do Polo GasLub e criação de base do Segurança Presente em Itaboraí.,"""Ele também prometeu criar uma base do Segurança Presente ampliada.""",gpt-4o-mini,2022-09
a-1378,730,a-1378,1378,2022-09-29 23:22:22+00:00,29/09/2022 23:22 UTC,Diario do Rio,diariodorio.com,Candidatos a deputado de Jair Bolsonaro no Rio de Janeiro,972,Candidatos a deputado de Jair Bolsonaro no Rio de Janeiro,medo; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a atuação de Rodrigo Amorim em relação ao programa Segurança Presente, ressaltando sua contribuição positiva para a segurança pública.",Rodrigo Amorim se tornou o padrinho do programa Segurança Presente em todo o Estado.,Candidatura de Rodrigo Amorim e General Pazuelo no Rio de Janeiro,candidatura-rodrigo-amorim-general-pazuelo-rio-2022,candidatura-rodrigo-amorim-general-pazuelo-rio-2022,outro,Rio de Janeiro,2022,Rodrigo Amorim e General Pazuelo são destacados como candidatos que representam o bolsonarismo no Rio de Janeiro.,Rodrigo Amorim explodiu para todo o Brasil quando removeu a placa que militantes de esquerda haviam colocado na Cinelândia.,gpt-4o-mini,2022-09
a-1377,98,a-1377,1377,2022-10-03 15:49:06+00:00,03/10/2022 15:49 UTC,Diario do Rio,diariodorio.com,"Segurança Presente reduz em 43,6% o número de furtos de cabos de energia em Japeri",774,Segurança Presente diminui número de PMs em unidades para expandir áreas,crime; furto; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a redução significativa de furtos de cabos de energia em Japeri, associando isso a ações efetivas do programa.",A queda no crime ocorreu após ações realizadas com base em um levantamento que definiu as áreas e os horários de maior incidência de ações criminosas.,Redução de furtos de cabos de energia em Japeri,reducao-furtos-cabos-energia-japeri-2022,reducao-furtos-cabos-energia-japeri-2022,resultado/indicador,Japeri,2022-10-03,"O programa Segurança Presente reduziu em 43,6% os furtos de cabos de energia em Japeri.",O Programa Segurança Presente em Japeri prendeu cerca de dez pessoas em flagrante nos últimos três meses.,gpt-4o-mini,2022-10
a-1375,728,a-1375,1375,2022-10-12 05:26:58+00:00,12/10/2022 05:26 UTC,Diario do Rio,diariodorio.com,"Furtos de celular, no Centro do Rio, registram aumento de 200%, segundo Instituto de Segurança Pública",971,"Furtos de celular, no Centro do Rio, registram aumento de 200%, segundo Instituto de Segurança Pública",furto; seguranca,negativo,-1.0,baixo,"Aumento significativo de furtos de celular no Centro do Rio, evidenciando problemas de segurança.","O furto de celulares aumentou em toda a cidade, especialmente no Centro do Rio.",Aumento de 200% nos furtos de celular no Centro do Rio em 2022,aumento-furtos-celular-centro-rio-2022,aumento-furtos-celular-centro-rio-2022,violencia/crime,Centro do Rio de Janeiro,2022,Furtos de celular no Centro do Rio aumentaram 200% de 2021 para 2022.,"Em 2022, foram furtados 2.274 celulares, um aumento de mais de 200% em relação a 2021.",gpt-4o-mini,2022-10
a-1373,727,a-1373,1373,2022-11-07 16:09:21+00:00,07/11/2022 16:09 UTC,Diario do Rio,diariodorio.com,Projeto orçamento do Estado do Rio em 2023 recebe mais de 4 mil emendas na Alerj,970,Projeto orçamento do Estado do Rio em 2023 recebe mais de 4 mil emendas na Alerj,programa_seguranca_presente; seguranca; seguranca_presente,neutro,0.0,baixo,"A notícia é informativa sobre o orçamento e emendas, sem avaliação clara do programa Segurança Presente.",,Propostas de emendas ao orçamento do Estado do Rio de Janeiro para 2023,propostas-emendas-orcamento-estado-rio-2023,propostas-emendas-orcamento-estado-rio-2023,gestao/administracao,Rio de Janeiro,2023,A Assembleia Legislativa do Estado do Rio de Janeiro recebeu mais de 4.000 emendas ao orçamento de 2023.,Os Projetos de Lei 6.413/22 e 6.412/22 receberam mais de 4.000 emendas dos deputados da Assembleia Legislativa do Estado do Rio de Janeiro.,gpt-4o-mini,2022-11
a-1372,726,a-1372,1372,2022-11-18 12:55:23+00:00,18/11/2022 12:55 UTC,Diario do Rio,diariodorio.com,Presidente e vice da Ceperj pedem exoneração dos seus cargos ao governador do Rio,969,Presidente e vice da Ceperj pedem exoneração dos seus cargos ao governador do Rio,seguranca; seguranca_presente,muito negativo,-2.0,baixo,"A notícia relata um esquema de corrupção na Ceperj, que afeta a credibilidade do programa Segurança Presente.",Ceperj é investigada pelo Ministério Público por esquema de corrupção.,Pedido de exoneração do presidente e vice da Ceperj devido a investigação de corrupção,pedido-exoneracao-presidente-vice-ceperj-2022,pedido-exoneracao-presidente-vice-ceperj-2022,denuncia/irregularidade,Rio de Janeiro,2022-11-17,Presidente e vice da Ceperj pedem exoneração em meio a investigação de corrupção.,"O presidente da Ceperj, Marcelo Domingues, e seu vice pediram exoneração de seus cargos.",gpt-4o-mini,2022-11
a-1371,74,a-1371,1371,2022-11-22 14:56:24+00:00,22/11/2022 14:56 UTC,Diario do Rio,diariodorio.com,Governo do Estado aumenta frota de veículos dos programas Segurança Presente e Lei Seca,751,Governo do RJ determina transferência de Segurança Presente e Barricada Zero para a Polícia Militar,seguranca; seguranca_presente,positivo,1.0,baixo,Aumento da frota de veículos é apresentado como um reforço nas ações do programa Segurança Presente.,"A cerimônia de entrega ocorreu no Monumento aos Pracinhas, no Aterro do Flamengo.",Aumento da frota de veículos do programa Segurança Presente,aumento-frota-veiculos-seguranca-presente-2022,aumento-frota-veiculos-seguranca-presente-2022,inauguracao/expansao,Rio de Janeiro,2022-11-22,Governo do Estado entrega 163 novos veículos para o programa Segurança Presente.,"Cláudio Castro aumentou o número de veículos que compõe a frota do programa Segurança Presente, passando de 269 para 590.",gpt-4o-mini,2022-11
a-1369,725,a-1369,1369,2022-12-12 21:32:51+00:00,12/12/2022 21:32 UTC,Diario do Rio,diariodorio.com,Secretaria Governo do RJ lança aplicativo Cidadão Presente e Ouvidoria para facilitar comunicação com população,967,Secretaria Governo do RJ lança aplicativo Cidadão Presente e Ouvidoria para facilitar comunicação com população,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a criação de um aplicativo que visa facilitar a comunicação entre a população e os programas de segurança, promovendo transparência.",O intuito é gerar mais transparência e facilitar a comunicação entre a população do estado e os programas Segurança Presente.,Lançamento do aplicativo Cidadão Presente e Ouvidoria,lancamento-aplicativo-cidadao-presente-2022,lancamento-aplicativo-cidadao-presente-2022,gestao/administracao,Rio de Janeiro,2022-12-12,Lançamento do aplicativo Cidadão Presente para melhorar a comunicação com a população.,A Secretaria de Estado de Governo lançou na tarde desta segunda-feira (12/12) o aplicativo Cidadão Presente e Ouvidoria da Segov.,gpt-4o-mini,2022-12
a-1368,724,a-1368,1368,2022-12-16 17:27:44+00:00,16/12/2022 17:27 UTC,Diario do Rio,diariodorio.com,"Com cinco anos de atraso, segunda etapa das obras da Vila Autódromo começaram a ser realizadas",966,"Com cinco anos de atraso, segunda etapa das obras da Vila Autódromo começaram a ser realizadas",furto; inseguranca; programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata críticas à gestão da Prefeitura e à segurança na Vila Autódromo, destacando problemas enfrentados pelos moradores.",Os moradores se sentem desprestigiados e relatam abandono em relação à segurança pública.,Início da segunda etapa das obras da Vila Autódromo,inicio-segunda-etapa-obras-vila-autodromo-2022,inicio-segunda-etapa-obras-vila-autodromo-2022,inauguracao/expansao,"Vila Autódromo, Jacarepaguá, Rio de Janeiro",2022,As obras da segunda etapa da Vila Autódromo começaram após cinco anos de atraso.,A Prefeitura informou que a obra começou em junho deste ano e está com as praças praticamente concluídas.,gpt-4o-mini,2022-12
a-1367,723,a-1367,1367,2022-12-20 04:18:32+00:00,20/12/2022 04:18 UTC,Diario do Rio,diariodorio.com,"‘Mendiga Isabel’: Avenida Princesa Isabel, em Copacabana, vira ‘lava jato’ de moradores de rua",965,"‘Mendiga Isabel’: Avenida Princesa Isabel, em Copacabana, vira ‘lava jato’ de moradores de rua",ordem_publica,negativo,-1.0,baixo,"A notícia retrata descaso e problemas de limpeza e segurança na Avenida Princesa Isabel, apesar da presença do programa Segurança Presente.",O odor de urina dá para sentir de longe e é possível observar sujeira como garrafas nos arredores.,Condições precárias na Avenida Princesa Isabel em Copacabana,condicoes-precarias-avenida-princesa-isabel-2022,condicoes-precarias-avenida-princesa-isabel-2022,violencia/crime,"Avenida Princesa Isabel, Copacabana, Rio de Janeiro",2022-12-20,"Avenida Princesa Isabel enfrenta problemas de limpeza e segurança, com moradores de rua e reclamações de cidadãos.","A situação da Princesa Isabel entrará na pauta da reunião que tenho na Prefeitura, agendada para quinta-feira.",gpt-4o-mini,2022-12
a-1366,722,a-1366,1366,2022-12-31 04:56:11+00:00,31/12/2022 04:56 UTC,Diario do Rio,diariodorio.com,Segurança Pública do RJ recebe mais de R$ 700 milhões em equipamentos tecnológicos,964,Segurança Pública do RJ recebe mais de R$ 700 milhões em equipamentos tecnológicos,criminalidade; seguranca,positivo,1.0,baixo,"A notícia destaca investimentos significativos em tecnologia e a redução da criminalidade, evidenciando resultados positivos do programa Segurança Presente.",Todo o investimento estatal resultou na redução da criminalidade.,Investimento em tecnologia para segurança pública no Rio de Janeiro,investimento-tecnologia-seguranca-publica-rio-2022,investimento-tecnologia-seguranca-publica-rio-2022,gestao/administracao,Rio de Janeiro,2022,"O Governo do Rio de Janeiro investiu mais de R$ 700 milhões em tecnologia para segurança pública, resultando na redução da criminalidade.",O Governo do Rio de Janeiro apostou forte no uso da tecnologia na área da Segurança Pública.,gpt-4o-mini,2022-12
a-1365,721,a-1365,1365,2023-01-11 20:54:40+00:00,11/01/2023 20:54 UTC,Diario do Rio,diariodorio.com,"Prefeito de Miguel Pereira, André Português afirma que vai transformar a cidade na ‘Gramado fluminense’",963,"Prefeito de Miguel Pereira, André Português afirma que vai transformar a cidade na ‘Gramado fluminense’",programa_seguranca_presente; seguranca; seguranca_presente,n/a,,alto,"A notícia não avalia diretamente o programa Segurança Presente, focando em investimentos e projetos turísticos em Miguel Pereira.",,Transformação de Miguel Pereira em destino turístico,transformacao-miguel-pereira-destino-turistico,transformacao-miguel-pereira-destino-turistico,gestao/administracao,"Miguel Pereira, Rio de Janeiro",2023,Prefeito de Miguel Pereira planeja transformar a cidade em um destino turístico inspirado em Gramado.,Prefeito André Português afirma que vai transformar a cidade na ‘Gramado fluminense’.,gpt-4o-mini,2023-01
a-1071,185,a-1071,1071,2023-01-12 22:27:59+00:00,12/01/2023 22:27 UTC,Google News,nilopolis.rj.gov.br,Base de Operação do Segurança Presente é inaugurada em Nilópolis - Prefeitura Municipal de Nilópolis,746,Segurança Presente inaugura sua segunda base em Nova Iguaçu - Prefeitura de Nova Iguaçu,patrulhamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,A inauguração da base do Segurança Presente é vista como uma conquista significativa para a segurança em Nilópolis.,O prefeito Abraãozinho destacou que é uma conquista muito grande e que a parceria com o Governo do Estado é importante.,Inauguração da base do Segurança Presente em Nilópolis,inauguracao-base-seguranca-presente-nilopolis-2023,inauguracao-base-seguranca-presente-nilopolis-2023,inauguracao/expansao,Nilópolis,2023-01-12,Base do Segurança Presente é inaugurada em Nilópolis com 22 policiais e 11 viaturas.,A Base Operacional localizada na Praça dos Estudantes foi inaugurada nesta quinta-feira (12).,gpt-4o-mini,2023-01
a-1364,670,a-1364,1364,2023-01-19 20:45:28+00:00,19/01/2023 20:45 UTC,Diario do Rio,diariodorio.com,Operação desmancha cracolândia na Glória,917,Operação nesta sexta estoura cracolândia no Catete,seguranca,positivo,1.0,baixo,"A operação resultou em apreensões significativas de drogas e armas, além de abordar moradores de rua com antecedentes criminais.","O trabalho integrado dos órgãos do Governo do Estado no combate ao uso de drogas resultou em um aumento na quantidade de maconha, cocaína e crack apreendidas.",Desmanche de cracolândia na Glória,desmanche-cracolandia-gloria-2023,desmanche-cracolandia-gloria-2023,operacao policial,"Glória, Rio de Janeiro",2023-01-19,"Operação desmancha cracolândia na Glória, resultando em apreensões de drogas e armas.",Uma operação deflagrada nesta quinta-feira (19/01) desmanchou uma cracolândia no bairro da Glória.,gpt-4o-mini,2023-01
a-1363,126,a-1363,1363,2023-01-26 05:39:50+00:00,26/01/2023 05:39 UTC,Diario do Rio,diariodorio.com,Mulher é presa após tentar furtar 15kg de carne de supermercado em Nova Iguaçu,962,Mulher é presa após tentar furtar 15kg de carne de supermercado em Nova Iguaçu,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia retrata a prisão de uma criminosa em flagrante, destacando a atuação efetiva dos agentes do Segurança Presente.","Os agentes, que faziam patrulhamento na região, conseguiram abordar a criminosa em flagrante.",Prisão de mulher por furto de carne em Nova Iguaçu,prensao-mulher-furto-carne-nova-iguacu-2023,prensao-mulher-furto-carne-nova-iguacu-2023,prisao/apreensao,Nova Iguaçu,2023-01-24,Mulher é presa por agentes do Segurança Presente ao tentar furtar 15kg de carne em supermercado.,Uma mulher foi presa por agentes do Segurança Presente por tentar furtar 15kg de carne em um supermercado.,gpt-4o-mini,2023-01
a-1362,720,a-1362,1362,2023-01-26 06:47:38+00:00,26/01/2023 06:47 UTC,Diario do Rio,diariodorio.com,"Mulheres são presas, no Leblon, após furtarem quase R$ 1 mil em roupas íntimas",961,"Mulheres são presas, no Leblon, após furtarem quase R$ 1 mil em roupas íntimas",furto; operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a prisão de duas mulheres após furto, evidenciando a atuação efetiva da Operação Segurança Presente.",Os policiais confirmaram que as criminosas estavam de posse dos produtos dos furtos.,Prisão de mulheres por furto no Leblon,prisao-mulheres-furto-leblon-2023,prisao-mulheres-furto-leblon-2023,prisao/apreensao,"Leblon, Rio de Janeiro",2023-01-24,Agentes da Operação Segurança Presente prenderam duas mulheres por furto de roupas íntimas no Leblon.,"Agentes da Operação Segurança Presente, no Leblon, prenderam duas mulheres que furtaram o equivalente a R$ 1.114,61.",gpt-4o-mini,2023-01
a-1361,719,a-1361,1361,2023-01-29 19:54:59+00:00,29/01/2023 19:54 UTC,Diario do Rio,diariodorio.com,Quintino: Governo Claudio Castro – Eu Vejo o Futuro Repetir o Passado,960,Quintino: Governo Claudio Castro – Eu Vejo o Futuro Repetir o Passado,seguranca_presente,negativo,-1.0,baixo,"A notícia critica a falta de mudanças significativas no governo e menciona que a segurança, embora melhor, ainda enfrenta problemas.","A segurança está muito melhor, mas... os criminosos do Anil passaram a agir ali.",Análise crítica sobre a gestão de Cláudio Castro e o programa Segurança Presente,analise-critica-gestao-claudio-castro-2023,analise-critica-gestao-claudio-castro-2023,gestao/administracao,Rio de Janeiro,2023-01-29,Opinião sobre a gestão de Cláudio Castro e a eficácia do programa Segurança Presente.,"A segurança está muito melhor, mas como uma pasta de dente, a Freguesia de Jacarepaguá sente reflexos do Segurança Presente.",gpt-4o-mini,2023-01
a-1360,669,a-1360,1360,2023-02-01 11:04:47+00:00,01/02/2023 11:04 UTC,Diario do Rio,diariodorio.com,Operação combate Cracolândia no Catete,917,Operação nesta sexta estoura cracolândia no Catete,ordem_publica; seguranca,positivo,1.0,baixo,"A operação resultou em apreensões significativas de drogas e armas, além de ser parte de uma estratégia integrada de combate ao uso de drogas.","As operações tem resultado num aumento de apreensão na quantidade de maconha, cocaína e crack.",Operação combate Cracolândia no Catete,operacao-combate-cracolandia-catete-2023,operacao-combate-cracolandia-catete-2023,operacao policial,"Catete, Rio de Janeiro",2023-01-31,"Polícia realiza operação no Catete, desmantelando cracolândia e apreendendo drogas e armas.",Foi desmanchada a cracolândia que estava sendo formada em frente ao Museu da República.,gpt-4o-mini,2023-02
a-1359,718,a-1359,1359,2023-02-01 16:32:19+00:00,01/02/2023 16:32 UTC,Diario do Rio,diariodorio.com,Gusmão: Histórico de Rodrigo Bacellar promete um comando equilibrado e consciente na Alerj,959,Gusmão: Histórico de Rodrigo Bacellar promete um comando equilibrado e consciente na Alerj,seguranca; seguranca_presente,positivo,1.0,baixo,A notícia destaca a atuação positiva de Rodrigo Bacellar na expansão de projetos como o Segurança Presente.,"Parte do sucesso da gestão Cláudio Castro passou pelas mãos de Rodrigo, durante sua gestão na Secretaria de Governo o estado do Rio viu a expansão de projetos como do Segurança Presente.",Expansão do programa Segurança Presente sob a gestão de Rodrigo Bacellar,expansao-seguranca-presente-rodrigo-bacellar-2023,expansao-seguranca-presente-rodrigo-bacellar-2023,gestao/administracao,Rio de Janeiro,2023-02-01,Rodrigo Bacellar é destacado por sua contribuição à expansão do Segurança Presente.,A expansão de projetos como da Operação Lei Seca e do Segurança Presente.,gpt-4o-mini,2023-02
a-1358,716,a-1358,1358,2023-02-02 02:10:14+00:00,02/02/2023 02:10 UTC,Diario do Rio,diariodorio.com,Prefeitura de Miguel Pereira inaugura a 2ª Companhia Destacada do 10° BPM,958,Prefeitura de Miguel Pereira inaugura a 2ª Companhia Destacada do 10° BPM,patrulhamento; seguranca,positivo,1.0,baixo,A inauguração da 2ª Companhia Destacada do 10° BPM é apresentada como um reforço positivo na segurança pública da cidade.,"A nova companhia está estrategicamente localizada em uma rodovia com grande circulação de veículos, ampliando a capacidade de controle da criminalidade.",Inauguração da 2ª Companhia Destacada do 10° BPM em Miguel Pereira,inauguracao-2-companhia-destacada-10-bpm-miguel-pereira-2023,inauguracao-2-companhia-destacada-10-bpm-miguel-pereira-2023,inauguracao/expansao,"Miguel Pereira, Rio de Janeiro",2023-02-01,Miguel Pereira inaugura a 2ª Companhia Destacada do 10° BPM com 120 policiais para patrulhamento.,"A unidade está estrategicamente localizada na entrada de Miguel Pereira, próxima à RJ-125.",gpt-4o-mini,2023-02
a-1357,693,a-1357,1357,2023-02-24 15:57:38+00:00,24/02/2023 15:57 UTC,Diario do Rio,diariodorio.com,Aterro do Flamengo e Glória recebem operação contra crimes de rua,937,Catete e Flamengo recebem operação de segurança integrada para combate às drogas,crime; seguranca,positivo,1.0,baixo,"A operação foi elogiada por sua integração e foco na segurança da população, com apreensões significativas.","""Os órgãos de segurança do Governo do Estado, estão trabalhando de forma integrada no combate ao crime.""",Operação integrada contra crimes de rua no Aterro do Flamengo e Glória,operacao-integrada-crimes-rua-aterro-flamengo-gloria-2023,operacao-integrada-crimes-rua-aterro-flamengo-gloria-2023,operacao policial,"Aterro do Flamengo e Glória, Rio de Janeiro",2023-02-23,Operação policial aborda 31 moradores de rua armados no Aterro do Flamengo e Glória.,"""A operação integrada que abordou 31 pessoas... com apreensão de armas brancas e cachimbos de crack.""",gpt-4o-mini,2023-02
