articleId,recordKey,publishedAt,sourceName,sourceHost,title,label,sentiment_score,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,event_confidence,model
1525,a-1525,2020-08-14 22:34:48+00:00,Diario do Rio,diariodorio.com,Cresce a procura por imóveis na Zona Sul e na Tijuca,positivo,1,Crescimento da procura por imóveis na Zona Sul e na Tijuca devido ao projeto 'Segurança Presente',crescimento_procura_imoveis_segurança_presente_2020,crescimento-procura-imoveis-seguranca-presente-2020,crescimento de procura,"Zona Sul e Tijuca, Rio de Janeiro",2020-08-14,"Aumento significativo na procura por imóveis na Zona Sul e na Tijuca, associado ao projeto 'Segurança Presente'.",0.9,gpt-4o-mini
1524,a-1524,2020-08-27 14:39:31+00:00,Diario do Rio,diariodorio.com,Cristo Redentor ganha policiamento do Segurança Presente,positivo,1,Inauguração da base do Segurança Presente no Cristo Redentor,inauguracao_base_seguranca_presente_cristo_redentor,inauguracao-base-seguranca-presente-cristo-redentor,inauguracao,"Cristo Redentor, Rio de Janeiro",2020-08-27,"Inauguração da 30ª base do programa Segurança Presente no Cristo Redentor, com patrulhamento 24 horas.",0.95,gpt-4o-mini
1523,a-1523,2020-08-27 23:24:53+00:00,Diario do Rio,diariodorio.com,Witzel culpa STF por guerra de facções criminosas e novidades nas eleições 2020 – Hoje no Rio – 27/8,neutro,0,Cristo Redentor ganha policiamento do Segurança Presente,policiamento_cristo_redentor_2020,policiamento-cristo-redentor-2020,implementacao,"Cristo Redentor, Rio de Janeiro",2020-08-27,Implementação de policiamento do programa Segurança Presente no Cristo Redentor com patrulhamento 24 horas.,0.9,gpt-4o-mini
1522,a-1522,2020-09-03 17:42:06+00:00,Diario do Rio,diariodorio.com,Quiosque Qui Qui reabre nesta quarta na Praia de São Conrado,positivo,1,Reabertura do quiosque Qui Qui na Praia de São Conrado,reabertura_quiosque_qui_qui_2020,reabertura-quiosque-qui-qui-2020,reabertura,"Praia de São Conrado, Rio de Janeiro",2020-09-02,"O quiosque Qui Qui reabre na Praia de São Conrado com melhorias e foco em segurança, em parceria com o programa Segurança Presente.",0.95,gpt-4o-mini
1521,a-1521,2020-09-04 15:36:35+00:00,Diario do Rio,diariodorio.com,Bandido faz funcionária refém em lanchonete na Tijuca,negativo,-1,"Bandido faz funcionária refém em lanchonete na Rua General Roca, Tijuca",refem_lanchonete_tijuca_2020,refem-lanchonete-tijuca-2020,crime,"Rua General Roca, Tijuca, Rio de Janeiro",2020-09-04,"Um bandido fez uma funcionária refém em uma lanchonete na Tijuca, ameaçando-a com uma faca.",0.95,gpt-4o-mini
1520,a-1520,2020-09-17 21:48:54+00:00,Diario do Rio,diariodorio.com,Rio registra centésimo policial baleado este ano,muito negativo,-2,Registro do centésimo policial baleado no Grande Rio em 2020,centésimo_policial_baleado_2020,centesimo-policial-baleado-2020,violência policial,Rio de Janeiro,2020-09-17,"Um policial militar foi baleado no Morro do Palácio, em Niterói, sendo o centésimo agente de segurança baleado no Grande Rio em 2020.",alta,gpt-4o-mini
1519,a-1519,2020-09-22 19:25:22+00:00,Diario do Rio,diariodorio.com,"Barra da Tijuca, um dos bairros mais completos para se morar no Rio",positivo,1,Contribuição do programa Segurança Presente para a segurança da Barra da Tijuca,seguranca_presente_barra_tijuca_2020,seguranca-presente-barra-tijuca-2020,contribuição de programa de segurança,"Barra da Tijuca, Rio de Janeiro",2020-09-22,A notícia destaca a contribuição do programa Segurança Presente para a segurança e tranquilidade da Barra da Tijuca.,0.9,gpt-4o-mini
1518,a-1518,2020-09-27 19:10:12+00:00,Diario do Rio,diariodorio.com,Programa Leblon Presente terá horário ampliado,positivo,1,Ampliação do horário do Programa Leblon Presente,ampliacao_horario_leblon_presente_2020,ampliacao-horario-leblon-presente-2020,ampliacao,"Rua Dias Ferreira, Leblon, Rio de Janeiro",2020-09-27,"O horário do Programa Leblon Presente será ampliado, especialmente de quarta-feira a domingo.",0.95,gpt-4o-mini
1517,a-1517,2020-10-03 02:03:33+00:00,Diario do Rio,diariodorio.com,Paes elabora Plano dos 100 Dias para o próximo governo à frente da prefeitura,positivo,1,Implantação do Programa Segurança Presente em todas as estações de BRT no Rio de Janeiro,implantacao_segurança_presente_brt_rio_2020,implantacao-seguranca-presente-brt-rio-2020,programa de segurança,Rio de Janeiro,2020,Eduardo Paes propõe a implantação do Programa Segurança Presente em todas as estações de BRT durante sua campanha para a prefeitura.,0.9,gpt-4o-mini
1516,a-1516,2020-10-06 13:55:30+00:00,Diario do Rio,diariodorio.com,Operação Niterói Presente será ampliada para a Região Oceânica,positivo,1,Ampliação da Operação Niterói Presente para a Região Oceânica,ampliacao_niteroi_presente_regiao_oceanica,ampliacao-niteroi-presente-regiao-oceanica,ampliacao,"Niterói, Região Oceânica",2020-10-06,O governador em exercício Cláudio Castro assina termo aditivo para ampliar a Operação Segurança Presente na Região Oceânica de Niterói.,0.95,gpt-4o-mini
1515,a-1515,2020-10-07 22:18:05+00:00,Diario do Rio,diariodorio.com,Programa Recreio Presente amplia segurança no bairro e é elogiado por moradores,muito positivo,2,Ampliação do programa Recreio Presente no bairro Recreio dos Bandeirantes,ampliacao_recreio_presente_2020,ampliacao-recreio-presente-2020,ampliacao,"Recreio dos Bandeirantes, Rio de Janeiro",2020-10-07,Programa Recreio Presente é elogiado por moradores após ampliação da segurança no bairro.,0.95,gpt-4o-mini
1514,a-1514,2020-10-10 00:38:11+00:00,Diario do Rio,diariodorio.com,Luiz Lima quer Guarda Municipal atuando em parceria com programa Segurança Presente,positivo,1,Luiz Lima propõe parceria da Guarda Municipal com o programa Segurança Presente,parceria_guarda_municipal_seguranca_presente,parceria-guarda-municipal-seguranca-presente,proposta política,"Praça Saens Peña, Tijuca, Rio de Janeiro",2020-10-09,"O candidato à Prefeitura do Rio, Luiz Lima, propõe a atuação da Guarda Municipal em parceria com o programa Segurança Presente durante caminhada na Praça Saens Peña.",0.95,gpt-4o-mini
1513,a-1513,2020-10-16 18:40:29+00:00,Diario do Rio,diariodorio.com,Nova base do Programa Barra Presente é inaugurada na Praça do Ó,positivo,1,Inauguração da nova base do Programa Segurança Presente na Praça do Ó,inauguracao_base_seguranca_presente_praca_do_o,inauguracao-base-seguranca-presente-praca-do-o,inauguracao,"Praça do Ó, Barra da Tijuca, Rio de Janeiro",2020-10-16,"Nova base do Programa Segurança Presente é inaugurada na Praça do Ó, atendendo a pedidos da comunidade.",0.95,gpt-4o-mini
1512,a-1512,2020-10-24 17:28:39+00:00,Diario do Rio,diariodorio.com,"Luiz Lima promete mais segurança, iluminação e limpeza para a Pavuna",positivo,1,Promessa de implementação do projeto Segurança Presente na Pavuna por Luiz Lima,promessa_seguranca_presente_pavuna_2020,promessa-seguranca-presente-pavuna-2020,promessa,"Pavuna, Rio de Janeiro",2020-10-24,Luiz Lima promete levar o projeto Segurança Presente para a Pavuna durante sua campanha para a Prefeitura do Rio.,0.95,gpt-4o-mini
1511,a-1511,2020-10-26 19:42:57+00:00,Diario do Rio,diariodorio.com,Martha Rocha fala sobre compromisso para melhorar serviços no Grande Méier,positivo,1,Compromisso de Martha Rocha para melhorar serviços e segurança no Grande Méier,compromisso_martha_rocha_grande_meier_2020,compromisso-martha-rocha-grande-meier-2020,compromisso político,"Grande Méier, Rio de Janeiro",2020-10-26,Martha Rocha apresenta compromisso para melhorar serviços urbanos e segurança na região do Grande Méier.,0.9,gpt-4o-mini
1510,a-1510,2020-10-28 18:28:15+00:00,Diario do Rio,diariodorio.com,Luiz Lima faz defesa do voto consciente,positivo,1,Defesa do voto consciente por Luiz Lima,defesa_voto_consciente_luiz_lima_2020,defesa-voto-consciente-luiz-lima-2020,discurso político,"Universidade Castelo Branco, Rio de Janeiro",28/10/2020,Luiz Lima faz defesa do voto consciente e apresenta propostas para a Zona Oeste durante live.,0.95,gpt-4o-mini
1509,a-1509,2020-11-03 21:50:35+00:00,Diario do Rio,diariodorio.com,"Em livro, Rodrigo Amorim defende armamento da Guarda Municipal e justifica retirada da placa de Marielle",negativo,-1,Lançamento do livro 'Restaurando a Ordem' de Rodrigo Amorim,lancamento_livro_rodrigo_amorim_2020,lancamento-livro-rodrigo-amorim-2020,lançamento de livro,"Tijuca Tênis Clube, Zona Norte do Rio de Janeiro",2020-11-05,Rodrigo Amorim lança seu livro sobre segurança pública e defende armamento da Guarda Municipal.,0.9,gpt-4o-mini
1508,a-1508,2020-11-06 20:42:20+00:00,Diario do Rio,diariodorio.com,Luiz Lima quer ampliar programa Copacabana Presente e restaurar ordem pública no bairro,positivo,1,Ampliação do programa Copacabana Presente proposta por Luiz Lima,ampliacao_copacabana_presente_luiz_lima_2020,ampliacao-copacabana-presente-luiz-lima-2020,proposta política,"Copacabana, Rio de Janeiro",2020-11-06,Luiz Lima propõe ampliar o programa Copacabana Presente durante caminhada em Copacabana.,0.95,gpt-4o-mini
1507,a-1507,2020-11-08 02:06:50+00:00,Diario do Rio,diariodorio.com,Em quem votar para vereador do Rio de Janeiro em 2020?,n/a,0,"Luta por Segurança Presente na Praça do Ó, Rio de Janeiro",luta_seguranca_presente_praça_do_o,luta-seguranca-presente-praca-do-o,pauta política,"Praça do Ó, Rio de Janeiro",2020,"Carlo Caiado, vereador do Rio de Janeiro, luta por Segurança Presente na Praça do Ó.",0.9,gpt-4o-mini
1506,a-1506,2020-11-09 16:47:46+00:00,Diario do Rio,diariodorio.com,Agentes de segurança são treinados pelo TRE-RJ para trabalho durante as eleições,positivo,1,Treinamento de agentes de segurança pelo TRE-RJ para trabalho durante as eleições,treinamento_seguranca_eleicoes_2020,treinamento-seguranca-eleicoes-2020,treinamento,Rio de Janeiro,2020-11-09,TRE-RJ treina 600 agentes de segurança para atuar nas eleições municipais.,0.95,gpt-4o-mini
1505,a-1505,2020-11-10 16:35:25+00:00,Diario do Rio,diariodorio.com,Luiz Lima quer ampliar Segurança Presente na região da Tijuca,positivo,1,Ampliação do programa Segurança Presente na Tijuca com propostas de Luiz Lima,ampliacao_seguranca_presente_tijuca_2020,ampliacao-seguranca-presente-tijuca-2020,proposta política,"Tijuca, Rio de Janeiro",2020-11-10,"Luiz Lima propõe ampliar o programa Segurança Presente na Tijuca, destacando a redução de 75% na criminalidade.",0.95,gpt-4o-mini
1504,a-1504,2020-11-10 17:57:21+00:00,Diario do Rio,diariodorio.com,Cláudio Castro afirma que irá retomar ocupação de favelas dominadas pelo tráfico e milícia,positivo,1,Retomada da ocupação de favelas dominadas pelo tráfico e milícia pelo governador Cláudio Castro,retomada_ocupacao_favelas_claudio_castro_2020,retomada-ocupacao-favelas-claudio-castro-2020,iniciativa governamental,Rio de Janeiro,2020-11-10,"Cláudio Castro anuncia a retomada da ocupação de favelas dominadas por tráfico e milícias, ampliando o programa Segurança Presente.",0.95,gpt-4o-mini
1503,a-1503,2020-11-12 19:40:35+00:00,Diario do Rio,diariodorio.com,Luiz Lima vai melhorar segurança com reforço na Guarda Municipal e integração com a PM,positivo,1,Anúncio de propostas para ampliar o programa Segurança Presente por Luiz Lima em Copacabana,ampliacao_seguranca_presente_luiz_lima_copacabana_2020,ampliacao-seguranca-presente-luiz-lima-copacabana-2020,anuncio,"Copacabana, Rio de Janeiro",2020-11-12,"Luiz Lima, candidato à Prefeitura do Rio, anuncia propostas para integrar a Guarda Municipal com a Polícia Militar e ampliar o programa Segurança Presente.",0.95,gpt-4o-mini
1502,a-1502,2020-11-26 13:52:56+00:00,Diario do Rio,diariodorio.com,Operação Segurança Presente promove campanha solidária de Natal para arrecadação de doações a crianças,positivo,1,Campanha Natal Solidário da Operação Segurança Presente para arrecadação de doações a crianças,campanha_natal_solidario_seguranca_presente_2020,campanha-natal-solidario-seguranca-presente-2020,campanha,"Rio de Janeiro, Brasil",2020-11-25,Início da campanha solidária de Natal da Operação Segurança Presente para arrecadar doações a crianças em situação de vulnerabilidade.,0.95,gpt-4o-mini
1095,a-1095,2020-11-27 08:00:00+00:00,Google News,niteroi.rj.gov.br,"Às vésperas de completar 3 anos, Niterói Presente ultrapassa uma centena de prisões em flagrante - Prefeitura Municipal de Niterói",positivo,1,Ultrapassagem de 100 prisões em flagrante pelo programa Niterói Presente,niteroi_presente_prisoes_2020,niteroi-presente-prisoes-2020,prisão,"Niterói, RJ",27/11/2020,O programa Niterói Presente ultrapassa a marca de 100 prisões em flagrante às vésperas de completar 3 anos de atividade.,0.95,gpt-4o-mini
1501,a-1501,2020-11-29 14:31:16+00:00,Diario do Rio,diariodorio.com,Quinze mil policiais vão trabalhar na segurança das eleições no RJ,positivo,1,Mobilização de 15 mil policiais para segurança das eleições no RJ,mobilizacao_policiais_eleicoes_RJ_2020,mobilizacao-policiais-eleicoes-rj-2020,mobilização policial,"Rio de Janeiro, São Gonçalo, São João de Meriti, Petrópolis e Campos dos Goytacazes",29/11/2020,O Governo do Estado do Rio de Janeiro mobilizou cerca de 15 mil policiais para garantir a segurança nas eleições do segundo turno.,0.95,gpt-4o-mini
1500,a-1500,2020-11-29 22:40:44+00:00,Diario do Rio,diariodorio.com,Capitão Nelson é eleito prefeito de São Gonçalo,positivo,1,Eleição de Capitão Nelson como prefeito de São Gonçalo,eleicao_capitao_nelson_prefeito_sao_goncalo,eleicao-capitao-nelson-prefeito-sao-goncalo,eleição,São Gonçalo,29/11/2020,"Capitão Nelson é eleito prefeito de São Gonçalo com 50,87% dos votos válidos.",0.95,gpt-4o-mini
1499,a-1499,2020-12-05 17:54:20+00:00,Diario do Rio,diariodorio.com,Novo slogan do Governo do Estado será: ‘Todos pelo Rio’,positivo,1,Lançamento do novo slogan do Governo do Estado do Rio de Janeiro: 'Todos pelo Rio',lancamento_slogan_todos_pelo_rio,lancamento-slogan-todos-pelo-rio,Lançamento de slogan,Rio de Janeiro,2020-12-05,"O Governo do Estado do Rio de Janeiro anuncia o novo slogan 'Todos pelo Rio', destacando a intenção de trabalhar em conjunto com Municípios e o Governo Federal.",0.9,gpt-4o-mini
1498,a-1498,2021-01-01 23:24:17+00:00,Diario do Rio,diariodorio.com,Paes quer restaurar o campus da Gama Filho e outros projetos até abril,positivo,1,Apresentação do plano de restauração do campus da Gama Filho pelo prefeito Eduardo Paes,restauracao_campus_gama_filho_2021,restauracao-campus-gama-filho-2021,apresentacao de projeto,"Rio de Janeiro, Piedade",2021-01-01,Eduardo Paes apresenta plano para restaurar o campus da Gama Filho como parte de 25 projetos para os 100 primeiros dias de governo.,0.95,gpt-4o-mini
1497,a-1497,2021-01-27 16:50:00+00:00,Diario do Rio,diariodorio.com,"Menores de rua furtam, ameaçam e atiram pedras na Rua da Assembléia",negativo,-1,Aumento da criminalidade por menores de rua na Rua da Assembléia,aumento_criminalidade_menores_rua_asembleia_2021,aumento-criminalidade-menores-rua-asembleia-2021,aumento de criminalidade,"Rua da Assembléia, Rio de Janeiro",2021-01-27,"Menores de rua furtam, ameaçam e atiram pedras em pedestres na Rua da Assembléia.",0.9,gpt-4o-mini
